file_name,openssl_101f,libressl_3,sim_value,ABCDE,ÊÇ·ñÒ»ÖÂ
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_oct2point,0.881275175,E,0
s_cb.c_s_cb.c,verify_cookie_callback,generate_cookie_callback,0.880842973,D,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_oct2point,0.880380048,E,0
pk7_doit.c_pk7_doit.c,pkcs7_encode_rinfo,pkcs7_decrypt_rinfo,0.879848251,E,0
ssl_ciph.c_ssl_ciph.c,ssl_cipher_process_rulestr,ssl_cipher_process_rulestr,0.879432669,B,1
d1_srtp.c_ssl_tlsext.c,ssl_parse_serverhello_use_srtp_ext,tlsext_srtp_server_parse,0.879257781,E,0
a_bytes.c_a_bitstr.c,d2i_ASN1_bytes,c2i_ASN1_BIT_STRING,0.878997657,E,0
apps.c_apps.c,save_serial,save_serial,0.877698094,E,1
ec_mult.c_ec_mult.c,compute_wNAF,compute_wNAF,0.877589895,C,1
req.c_req.c,add_attribute_object,add_attribute_object,0.877576008,C,1
ede_cbcm_enc.c_cbc_enc.c,DES_ede3_cbcm_encrypt,DES_cbc_encrypt,0.877170486,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_set_compressed_coordinates,0.876997477,E,0
s_cb.c_s_cb.c,generate_cookie_callback,verify_cookie_callback,0.876712266,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_point2oct,0.876702734,E,0
i_cfb64.c_i_ofb64.c,idea_cfb64_encrypt,idea_ofb64_encrypt,0.876568068,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_decrypt_ccm64,0.876556645,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_aad,0.876395607,E,0
bio_b64.c_bio_b64.c,b64_read,b64_write,0.87603228,E,0
cms_env.c_cms_env.c,cms_RecipientInfo_ktri_encrypt,cms_RecipientInfo_ktri_decrypt,0.87588619,E,0
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_add,ec_GF2m_simple_is_on_curve,0.875585814,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_point2oct,0.875269268,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.874726862,E,0
pkcs12.c_p12_kiss.c,dump_certs_keys_p12,parse_pk12,0.874703051,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_encrypt_ccm64,0.874653529,D,1
bn_exp.c_bn_exp.c,BN_mod_exp_mont_word,BN_mod_exp_mont_internal,0.874292551,E,0
v3_alt.c_x509_alt.c,v2i_subject_alt,v2i_issuer_alt,0.874059775,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_setiv,0.873602795,E,0
p12_kiss.c_pkcs12.c,parse_pk12,dump_certs_keys_p12,0.873375495,E,0
ec2_smpl.c_ec2_oct.c,ec_GF2m_simple_add,ec_GF2m_simple_point2oct,0.87269162,E,0
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_oct2point,ec_GFp_simple_set_compressed_coordinates,0.872578659,E,0
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_point_get_affine_coordinates,0.871950713,E,0
des_enc.c_ede_cbcm_enc.c,DES_ncbc_encrypt,DES_ede3_cbcm_encrypt,0.871724013,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_set_compressed_coordinates,0.87142413,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_group_set_curve,0.871362303,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_decrypt,0.87124959,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_oct2point,0.87073832,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.870462816,E,0
ecs_ossl.c_gostr341001.c,ecdsa_do_verify,gost2001_do_verify,0.870356173,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_group_set_curve,0.870265124,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_group_set_curve,0.870028228,E,0
x509_vfy.c_x509_vfy.c,X509_verify_cert,X509_verify_cert_legacy_build_chain,0.869951887,E,0
cfb64ede.c_cfb64enc.c,DES_ede3_cfb64_encrypt,DES_cfb64_encrypt,0.869746745,E,0
e_rc4_hmac_md5.c_e_rc4_hmac_md5.c,rc4_hmac_md5_cipher,rc4_hmac_md5_ctrl,0.869029484,E,0
s3_enc.c_rsa_oaep.c,ssl3_generate_key_block,PKCS1_MGF1,0.868935488,E,0
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_set_compressed_coordinates,0.868847832,E,0
i_ofb64.c_i_cfb64.c,idea_ofb64_encrypt,idea_cfb64_encrypt,0.868847066,E,0
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_add,0.868811002,E,0
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_set_compressed_coordinates,0.868808436,E,0
bn_print.c_bn_print.c,BN_hex2bn,BN_dec2bn,0.868782893,E,0
v3_pci.c_x509_pci.c,process_pci_value,process_pci_value,0.868731005,B,1
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_group_set_curve,0.868702796,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_decrypt,0.868289791,E,0
ex_data.c_ex_data.c,int_new_ex_data,int_dup_ex_data,0.867964432,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_aad,0.867840129,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_aad,0.867719885,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.867437307,E,0
cfb64ede.c_ofb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.86688563,E,0
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_oct2point,0.866675664,E,0
s3_clnt.c_ssl_clnt.c,ssl3_get_certificate_request,ssl3_get_certificate_request,0.866544323,E,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_point_get_affine_coordinates,0.866471206,E,0
tasn_new.c_tasn_new.c,asn1_item_ex_combine_new,asn1_item_ex_combine_new,0.866156148,E,1
des_enc.c_cbc_enc.c,DES_ede3_cbc_encrypt,DES_cbc_encrypt,0.865934644,E,0
ssl_cert.c_ssl_cert.c,ssl_cert_dup,ssl_cert_dup,0.865428114,D,1
des_enc.c_xcbc_enc.c,DES_ncbc_encrypt,DES_xcbc_encrypt,0.865417672,E,0
ec_key.c_ec_key.c,EC_KEY_copy,EC_KEY_copy,0.865194843,B,1
pvkfmt.c_pvkfmt.c,do_PVK_body,do_PVK_body,0.864711612,D,1
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ncbc_encrypt,0.864090451,E,0
xcbc_enc.c_ede_cbcm_enc.c,DES_xcbc_encrypt,DES_ede3_cbcm_encrypt,0.863745125,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_set_compressed_coordinates,0.863205381,E,0
bn_print.c_bn_print.c,BN_dec2bn,BN_hex2bn,0.863176066,E,0
cbc_enc.c_ede_cbcm_enc.c,DES_cbc_encrypt,DES_ede3_cbcm_encrypt,0.862989433,E,0
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_oct2point,0.862962286,E,0
a_int.c_a_bitstr.c,d2i_ASN1_UINTEGER,c2i_ASN1_BIT_STRING,0.862646018,E,0
cbc_enc.c_xcbc_enc.c,DES_cbc_encrypt,DES_xcbc_encrypt,0.862156982,E,0
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_point2oct,0.861515838,E,0
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_oct2point,0.861222704,E,0
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_oct2point,0.861140854,E,0
a_int.c_a_bitstr.c,c2i_ASN1_INTEGER,c2i_ASN1_BIT_STRING,0.86060353,E,0
dsa_ameth.c_dsa_ameth.c,dsa_priv_decode,dsa_priv_decode,0.860337664,E,1
ex_data.c_ex_data.c,int_dup_ex_data,int_new_ex_data,0.859565476,E,0
x509_lu.c_x509_lu.c,X509_STORE_get1_crls,X509_STORE_get1_certs,0.859398018,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_oct2point,0.859273245,E,0
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ede3_cbc_encrypt,0.858814412,E,0
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_point2oct,0.858681723,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_encrypt,0.858507359,E,0
d1_both.c_d1_both.c,dtls1_retransmit_message,dtls1_retransmit_message,0.857762994,E,1
cfb64ede.c_cfb64ede.c,DES_ede3_cfb_encrypt,DES_ede3_cfb_encrypt,0.857518287,A,1
p12_npas.c_p12_kiss.c,newpass_p12,parse_pk12,0.857503531,E,0
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ede3_cbc_encrypt,0.857424635,E,0
a_bytes.c_a_int.c,d2i_ASN1_bytes,c2i_ASN1_INTEGER,0.85696017,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.856701233,E,0
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_encrypt,0.855918009,E,0
dh_ameth.c_dh_ameth.c,dh_pub_decode,dh_priv_decode,0.855179955,E,0
ca.c_ca.c,make_revocation_str,make_revocation_str,0.854263633,D,1
ede_cbcm_enc.c_des_enc.c,DES_ede3_cbcm_encrypt,DES_ede3_cbc_encrypt,0.854074337,E,0
s3_pkt.c_ssl_pkt.c,ssl3_read_bytes,ssl3_read_bytes,0.8536138,D,1
pk7_doit.c_pk7_doit.c,PKCS7_dataDecode,PKCS7_dataInit,0.853531015,E,0
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_set_compressed_coordinates,0.853114024,E,0
bn_print.c_bn_print.c,BN_bn2dec,BN_bn2dec,0.852799947,B,1
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_point2oct,0.85243851,E,0
x509_lu.c_x509_lu.c,X509_STORE_get1_certs,X509_STORE_get1_crls,0.852120917,E,0
pk7_doit.c_pk7_doit.c,PKCS7_dataInit,PKCS7_dataDecode,0.851904299,E,0
ede_cbcm_enc.c_xcbc_enc.c,DES_ede3_cbcm_encrypt,DES_xcbc_encrypt,0.851895233,E,0
enc_read.c_enc_writ.c,DES_enc_read,DES_enc_write,0.851833011,E,0
req.c_req.c,set_keygen_ctx,set_keygen_ctx,0.851564738,E,1
s3_lib.c_s3_lib.c,ssl3_choose_cipher,ssl3_choose_cipher,0.850774559,E,1
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_group_set_curve,0.850446407,E,0
by_file.c_by_mem.c,X509_load_cert_crl_file,by_mem_ctrl,0.849038111,E,0
dh_key.c_dh_key.c,generate_key,compute_key,0.848793996,E,0
cfb_enc.c_ofb_enc.c,DES_cfb_encrypt,DES_ofb_encrypt,0.84819335,E,0
gost94_keyx.c_gostr341001_pmeth.c,pkey_GOST94cp_decrypt,pkey_gost01_decrypt,0.846905744,E,0
ssl_lib.c_ssl_lib.c,SSL_CTX_free,SSL_CTX_free,0.846565793,E,1
p12_npas.c_pkcs12.c,newpass_p12,dump_certs_keys_p12,0.845992859,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_224,0.845897814,E,0
ocsp.c_ocsp.c,query_responder,query_responder,0.845678712,E,1
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_point_get_affine_coordinates,0.845259892,E,0
cfb64ede.c_ofb64enc.c,DES_ede3_cfb64_encrypt,DES_ofb64_encrypt,0.845171319,E,0
rsa_eay.c_rsa_eay.c,RSA_eay_public_decrypt,RSA_eay_public_encrypt,0.844086168,E,0
s_client.c_s_client.c,print_stuff,print_stuff,0.84398479,B,1
a_bytes.c_a_int.c,d2i_ASN1_type_bytes,c2i_ASN1_INTEGER,0.842420081,E,0
ex_data.c_ex_data.c,int_dup_ex_data,int_free_ex_data,0.842268731,E,0
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_arr,BN_GF2m_mod_arr,0.842035197,A,1
d1_srvr.c_ssl_srvr.c,dtls1_send_newsession_ticket,ssl3_send_newsession_ticket,0.841947063,E,0
bn_exp.c_bn_exp2.c,BN_mod_exp_mont_word,BN_mod_exp2_mont,0.840611153,E,0
ofb64enc.c_cfb64enc.c,DES_ofb64_encrypt,DES_cfb64_encrypt,0.840223023,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_point_get_affine_coordinates,0.840174362,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_oct2point,0.839821359,E,0
des_enc.c_ede_cbcm_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbcm_encrypt,0.839522017,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_192,BN_nist_mod_384,0.839508989,E,0
dsa_ameth.c_dsa_ameth.c,dsa_pub_decode,dsa_priv_decode,0.839237633,E,0
s3_srvr.c_ssl_srvr.c,ssl3_get_client_certificate,ssl3_get_client_certificate,0.839140303,E,1
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_add,0.83874138,E,0
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ede3_cbc_encrypt,0.838611847,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_add,0.838279438,E,0
d1_pkt.c_d1_pkt.c,dtls1_read_bytes,dtls1_read_bytes,0.837974274,E,1
apps.c_apps.c,load_pubkey,load_pubkey,0.837888355,D,1
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_192,0.837805894,E,0
ex_data.c_ex_data.c,int_free_ex_data,int_dup_ex_data,0.837443539,E,0
d1_both.c_d1_both.c,dtls1_do_write,dtls1_do_write,0.837221107,E,1
tasn_fre.c_tasn_fre.c,asn1_item_combine_free,asn1_item_combine_free,0.837086583,E,1
cfb64enc.c_ofb64enc.c,DES_cfb64_encrypt,DES_ofb64_encrypt,0.837081573,E,0
dh_ameth.c_dh_ameth.c,dh_priv_decode,dh_pub_decode,0.836859067,E,0
gost2001_keyx.c_gostr341001_pmeth.c,pkey_GOST01cp_decrypt,pkey_gost01_decrypt,0.836516071,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_oct2point,0.836183534,E,0
cfb64ede.c_des_enc.c,DES_ede3_cfb64_encrypt,DES_ede3_cbc_encrypt,0.836025522,E,0
bn_exp2.c_bn_exp.c,BN_mod_exp2_mont,BN_mod_exp_mont_word,0.834737003,E,0
a_bytes.c_a_int.c,d2i_ASN1_bytes,d2i_ASN1_UINTEGER,0.833737712,E,0
ssl_lib.c_ssl_lib.c,SSL_CTX_new,SSL_CTX_new,0.833388882,D,1
gost_ameth.c_gostr341001_ameth.c,pub_encode_gost01,pub_encode_gost01,0.833382155,E,1
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_point_get_affine_coordinates,0.833189145,E,0
tasn_new.c_tasn_fre.c,ASN1_primitive_new,ASN1_primitive_free,0.833066596,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_224,0.832120394,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_192,BN_nist_mod_256,0.831192024,E,0
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_add,0.830856788,E,0
ofb64ede.c_cfb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.8307913,E,0
d1_both.c_d1_both.c,dtls1_process_out_of_seq_message,dtls1_reassemble_fragment,0.830218748,E,0
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_add,0.829603153,E,0
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_point2oct,ec_GF2m_simple_add,0.827807402,E,0
dh_key.c_dh_key.c,compute_key,generate_key,0.827747302,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_cmp,0.827703472,E,0
cfb64enc.c_ofb64ede.c,DES_cfb64_encrypt,DES_ede3_ofb64_encrypt,0.827352826,E,0
p12_kiss.c_p12_npas.c,parse_pk12,newpass_p12,0.826893603,E,0
bio_b64.c_bio_b64.c,b64_ctrl,b64_write,0.826743547,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_cmp,0.826644442,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_encrypt_ctr32,0.826458685,E,0
bio_b64.c_bio_b64.c,b64_write,b64_read,0.826216419,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_192,0.825641591,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_oct2point,0.825437037,E,0
des_enc.c_cfb64ede.c,DES_ede3_cbc_encrypt,DES_ede3_cfb64_encrypt,0.825298677,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_decrypt_ctr32,0.824880493,E,0
a_bytes.c_a_int.c,d2i_ASN1_type_bytes,d2i_ASN1_UINTEGER,0.824815034,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_point2oct,0.82462747,E,0
d1_clnt.c_ssl_clnt.c,dtls1_connect,ssl3_connect,0.824561076,E,0
ofb64enc.c_cfb64ede.c,DES_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.823607639,E,0
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_process_out_of_seq_message,0.823410687,E,0
des_enc.c_xcbc_enc.c,DES_ede3_cbc_encrypt,DES_xcbc_encrypt,0.823058389,E,0
tasn_enc.c_tasn_fre.c,ASN1_item_ex_i2d,asn1_item_combine_free,0.822587965,E,0
rsa_eay.c_rsa_eay.c,RSA_eay_public_encrypt,RSA_eay_public_decrypt,0.82224862,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_point2oct,0.822189152,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_cmp,0.82209446,E,0
ts_conf.c_ts_conf.c,TS_CONF_set_digests,TS_CONF_set_policies,0.821764603,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_oct2point,0.820371429,E,0
crl2p7.c_ocspcheck.c,add_certs_from_file,read_fullchain,0.819647699,E,0
ex_data.c_ex_data.c,int_new_ex_data,int_free_ex_data,0.819589599,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_cmp,0.819481121,E,0
tasn_enc.c_tasn_new.c,ASN1_item_ex_i2d,asn1_item_ex_combine_new,0.818613768,E,0
gost94_keyx.c_gostr341001_pmeth.c,pkey_GOST94cp_encrypt,pkey_gost01_encrypt,0.817493756,E,0
ca.c_ca.c,do_updatedb,get_certificate_status,0.817056614,E,0
s2_clnt.c_ssl_clnt.c,ssl2_set_certificate,ssl3_get_server_certificate,0.817042931,E,0
pkcs12.c_p12_npas.c,dump_certs_keys_p12,newpass_p12,0.81692245,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.816323946,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_is_on_curve,0.816215357,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_is_on_curve,0.81600884,E,0
bn_gcd.c_bn_sqrt.c,BN_mod_inverse,BN_mod_sqrt,0.815881179,E,0
gost2001_keyx.c_gostr341001_pmeth.c,pkey_GOST01cp_encrypt,pkey_gost01_encrypt,0.815255611,E,0
ofb64ede.c_cfb64enc.c,DES_ede3_ofb64_encrypt,DES_cfb64_encrypt,0.81519353,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_point2oct,ec_GFp_simple_group_set_curve,0.81516224,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_point2oct,ec_GFp_simple_group_set_curve,0.814684485,E,0
tasn_fre.c_tasn_new.c,ASN1_primitive_free,ASN1_primitive_new,0.814621501,E,0
eng_table.c_eng_table.c,engine_table_register,engine_table_select,0.814615972,E,0
eng_table.c_eng_table.c,engine_table_select,engine_table_register,0.814259112,E,0
tasn_dec.c_tasn_dec.c,asn1_template_noexp_d2i,asn1_template_ex_d2i,0.813943051,E,0
ca.c_ca.c,get_certificate_status,do_updatedb,0.813374311,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_setiv,0.812761429,E,0
ede_cbcm_enc.c_cfb64enc.c,DES_ede3_cbcm_encrypt,DES_cfb64_encrypt,0.812700096,E,0
cfb64enc.c_ede_cbcm_enc.c,DES_cfb64_encrypt,DES_ede3_cbcm_encrypt,0.812535708,E,0
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_set_compressed_coordinates,0.812168355,E,0
xcbc_enc.c_cfb64enc.c,DES_xcbc_encrypt,DES_cfb64_encrypt,0.811400688,E,0
cfb64enc.c_xcbc_enc.c,DES_cfb64_encrypt,DES_xcbc_encrypt,0.811359689,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_point2oct,0.811115006,E,0
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_setiv,0.810985231,E,0
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_is_on_curve,0.810963753,E,0
s3_both.c_ssl_both.c,ssl3_get_message,ssl3_get_message,0.810911508,E,1
cfb64enc.c_des_enc.c,DES_cfb64_encrypt,DES_ncbc_encrypt,0.81018283,E,0
f_int.c_f_int.c,a2i_ASN1_INTEGER,a2i_ASN1_INTEGER,0.809952532,B,1
tasn_enc.c_tasn_fre.c,asn1_ex_i2c,ASN1_primitive_free,0.809750788,E,0
gost_ameth.c_gostr341001_ameth.c,pub_encode_gost94,pub_encode_gost01,0.808796496,E,1
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_point2oct,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.808668592,E,0
ex_data.c_ex_data.c,int_free_ex_data,int_new_ex_data,0.807917744,E,0
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_add,ec_GF2m_simple_add,0.807738282,E,0
apps.c_apps.c,load_serial,save_serial,0.807468908,E,0
s3_srvr.c_ssl_srvr.c,ssl3_send_newsession_ticket,ssl3_send_newsession_ticket,0.807278814,E,1
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_point2oct,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.807128383,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_521,BN_nist_mod_192,0.806981925,E,0
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_is_on_curve,0.806777984,E,0
tasn_dec.c_tasn_dec.c,asn1_d2i_ex_primitive,asn1_template_ex_d2i,0.806681962,E,0
gost2001.c_gostr341001.c,gost2001_do_verify,gost2001_do_verify,0.806477543,E,1
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_cmp,ec_GF2m_simple_set_compressed_coordinates,0.806379787,E,0
rsa_pss.c_rsa_oaep.c,RSA_padding_add_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_OAEP_mgf1,0.806342791,E,0
f_string.c_f_int.c,a2i_ASN1_STRING,a2i_ASN1_INTEGER,0.806291915,E,0
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_set_compressed_coordinates,0.806016015,E,0
tasn_dec.c_tasn_dec.c,asn1_template_ex_d2i,asn1_template_noexp_d2i,0.805898433,E,0
pvkfmt.c_pvkfmt.c,i2b_PVK,do_PVK_body,0.805880947,E,0
f_enum.c_f_int.c,a2i_ASN1_ENUMERATED,a2i_ASN1_INTEGER,0.805725214,D,1
tasn_new.c_tasn_dec.c,ASN1_primitive_new,asn1_ex_c2i,0.805596248,E,0
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_group_set_curve,0.805171875,E,0
bn_nist.c_bn_nist.c,BN_nist_mod_192,BN_nist_mod_521,0.805101114,E,0
ofb_enc.c_cfb64enc.c,DES_ofb_encrypt,DES_cfb64_encrypt,0.804149431,E,0
x509_vfy.c_x509_vfy.c,get_crl_score,crl_akid_check,0.804048438,E,0
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point2oct,0.80404842,E,0
pem_pkey.c_pem_pk8.c,PEM_read_bio_PrivateKey,d2i_PKCS8PrivateKey_bio,0.803666585,E,0
s3_clnt.c_ssl_clnt.c,ssl3_connect,ssl3_connect,0.803525121,E,1
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_dbl,0.802105226,E,0
rsa_pss.c_rsa_oaep.c,RSA_verify_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_OAEP_mgf1,0.801445484,E,0
ofb_enc.c_ofb64enc.c,DES_ofb_encrypt,DES_ofb64_encrypt,0.801431907,E,0
s3_srvr.c_ssl_srvr.c,ssl3_send_certificate_request,ssl3_send_certificate_request,0.801055398,E,1
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_add,0.801020225,E,0
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_verify,pkey_rsa_sign,0.80082164,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_cmp,0.800784985,E,0
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_is_on_curve,ec_GF2m_simple_set_compressed_coordinates,0.800766017,E,0
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_is_on_curve,0.800687818,E,0
