file_name,openssl_101f,libressl_3,sim_value,ABCDE,0 or 1,vulseeker,gemini,kaist,ufbls,safe
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_cmp,0.827703472,E,0,0.991152883,0.991212234,0.739953321,"0.84122956
","0.9082214
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_group_set_curve,0.805171875,E,0,-0.064873807,0.988818492,0.703729233,"0.92945546
","0.8532537
"
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_oct2point,0.881275175,E,0,0.988485456,0.99053132,0.725780496,"0.63174796
","0.5644988
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_point_get_affine_coordinates,0.833189145,E,0,0.955329239,0.991921976,0.781075521,"0.8863031
","0.91547644
"
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_point2oct,0.861515838,E,0,0.97510767,0.987200822,0.653577504,"0.24665727
","0.68100995
"
ec2_smpl.c_ecp_oct.c,ec_GF2m_simple_add,ec_GFp_simple_set_compressed_coordinates,0.853114024,E,0,0.996060014,0.983935138,0.84336031,"0.84228015
","0.90654343
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_add,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.816323946,E,0,0.821727335,0.958630267,0.663229685,"0.7685903
","0.7979336
"
ec2_smpl.c_ec2_smpl.c,ec_GF2m_simple_is_on_curve,ec_GF2m_simple_is_on_curve,0.992800664,B,1,0.697023809,0.986979152,0.965518287,"0.84833026
","0.96773183
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_add,0.883352316,E,0,-0.068319142,0.976961449,0.634555275,"0.8051306
","0.81286114
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_cmp,0.952990587,E,0,0.000735485,0.988447896,0.76343036,"0.91104275
","0.9066885
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_dbl,0.895584774,E,0,0.109492719,0.981756788,0.723894119,"0.82338065
","0.8586457
"
ec2_smpl.c_ecp_smpl.c,ec_GF2m_simple_is_on_curve,ec_GFp_simple_is_on_curve,0.966857728,E,0,0.679244339,0.987027584,0.830407485,"0.82132465
","0.90414524
"
ec2_mult.c_ec2_mult.c,ec_GF2m_simple_mul,ec_GF2m_simple_mul,0.990256535,B,1,0.953148842,0.946589142,0.89281143,"0.986957
","0.95690095
"
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_add,0.910480568,E,0,0.955106139,0.983377698,0.723521519,"0.40239134
","0.5393839
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_oct2point,0.97081732,D,1,0.963829815,0.995288749,0.961460141,"0.84266734
","0.95576286
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_point2oct,0.919556295,E,0,0.983747184,0.994179686,0.828546516,"0.8322187
","0.9012884
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_set_compressed_coordinates,0.940224428,E,0,0.986671984,0.984959204,0.804085125,"0.6441322
","0.5278189
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_cmp,0.826644442,E,0,0.976251125,0.98932392,0.76605308,"0.76799095
","0.47551328
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_group_set_curve,0.868702796,E,0,0.055010121,0.984227404,0.713678986,"0.45116484
","0.4922377
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_is_on_curve,0.806777984,E,0,0.659177482,0.987897884,0.685660498,"0.49290118
","0.4077137
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_oct2point,ec_GFp_simple_oct2point,0.968574475,E,0,0.989692986,0.995144092,0.929988948,"0.92423856
","0.9657004
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_point_get_affine_coordinates,0.845259892,E,0,0.965121627,0.993104539,0.782940932,"0.74271226
","0.5895048
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_oct2point,ec_GFp_simple_point2oct,0.916262993,E,0,0.979473591,0.99491455,0.797081817,"0.8377514
","0.8375745
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_oct2point,ec_GFp_simple_set_compressed_coordinates,0.872578659,E,0,0.983081579,0.981893767,0.816266164,"0.802551
","0.48521855
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_oct2point,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.870462816,E,0,0.876222193,0.972402217,0.665770892,"0.6885103
","0.63009506
"
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_add,0.83874138,E,0,0.940191448,0.97114445,0.640142882,"0.14987886
","0.63758737
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_oct2point,0.862962286,E,0,0.978067994,0.982895203,0.829747074,"0.54146624
","0.9403608
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_point2oct,0.958435756,D,1,0.971201837,0.995981328,0.976628989,"0.9809087
","0.9662952
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_set_compressed_coordinates,0.868847832,E,0,0.979927301,0.966206874,0.722198882,"0.3386291
","0.6462561
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_point2oct,ec_GFp_simple_group_set_curve,0.814684485,E,0,0.10614863,0.967608413,0.654123745,"0.11054142
","0.63878244
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_oct2point,0.861222704,E,0,0.974448383,0.984141023,0.816702684,"0.60775596
","0.9483452
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_point2oct,0.956233934,E,1,0.966299355,0.993403179,0.938414607,"0.98229855
","0.93103164
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_point2oct,ec_GFp_simple_set_compressed_coordinates,0.812168355,E,0,0.978073657,0.98018847,0.712061524,"0.5664099
","0.61408675
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_point2oct,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.807128383,E,0,0.859611988,0.970113044,0.631902772,"0.40526995
","0.705611
"
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_add,0.902080107,E,0,0.577710867,0.95897717,0.71839427,"0.68891543
","0.89185673
"
ec2_oct.c_ec2_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_is_on_curve,0.810963753,E,0,0.537782788,0.956151349,0.775309489,"0.79838604
","0.8592112
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_oct2point,0.909744759,E,0,0.745766342,0.98094667,0.781274217,"0.8477217
","0.55126655
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_point2oct,0.896612251,E,0,0.67791599,0.983828999,0.688506115,"0.7720697
","0.61531144
"
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.978754208,B,1,0.737310112,0.9659594,0.903781053,"0.88063467
","0.95212597
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_cmp,0.82209446,E,0,0.627782822,0.970011527,0.75470334,"0.9298224
","0.909144
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_group_set_curve,0.870265124,E,0,0.651507199,0.970436581,0.843839681,"0.67600024
","0.85740834
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_is_on_curve,0.816215357,E,0,0.885937214,0.96929955,0.814269351,"0.7987748
","0.9282081
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_oct2point,0.905693648,E,0,0.694181085,0.980238834,0.781907609,"0.834714
","0.52429175
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.856701233,E,0,0.754162312,0.972051852,0.803500327,"0.9285878
","0.9253727
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_point2oct,0.89147412,E,0,0.7318573,0.984561497,0.695899807,"0.7138865
","0.62370795
"
ec2_oct.c_ecp_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_set_compressed_coordinates,0.885056798,E,0,0.676990509,0.957815838,0.800466356,"0.97003436
","0.96778053
"
ec2_oct.c_ecp_smpl.c,ec_GF2m_simple_set_compressed_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.886739759,E,0,0.861387908,0.953414305,0.808291936,"0.8850581
","0.7909536
"
ecp_mont.c_ecp_mont.c,ec_GFp_mont_group_set_curve,ec_GFp_mont_group_set_curve,0.949575678,B,1,0.303522915,0.917576662,0.86409056,"0.95382464
","0.8950735
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_add,ec_GF2m_simple_add,0.807738282,E,0,0.993837655,0.949948115,0.813802628,"0.85340554
","0.8745545
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_add,ec_GF2m_simple_is_on_curve,0.875585814,E,0,-0.138652578,0.929845448,0.634337303,"0.8928297
","0.81737906
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_add,0.992356819,B,1,0.997667372,0.977273864,0.958138039,"0.9134546
","0.9579085
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_cmp,0.926405231,E,0,0.981010497,0.937998795,0.768606021,"0.98820114
","0.89866596
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_dbl,0.919040497,E,0,0.968613267,0.955207619,0.775837657,"0.9308915
","0.94776565
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_is_on_curve,0.928912849,E,0,0.450296253,0.941362,0.696711118,"0.9134637
","0.9241726
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_cmp,ec_GF2m_simple_is_on_curve,0.966327631,E,0,0.129582778,0.98480585,0.763350078,"0.8410653
","0.8951549
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_cmp,ec_GF2m_simple_set_compressed_coordinates,0.806379787,E,0,0.970430255,0.993345442,0.809084079,"0.90979755
","0.8855859
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_add,0.928030488,E,0,0.937779665,0.968363298,0.72929442,"0.87636197
","0.8569511
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_cmp,0.985366609,B,1,0.930689514,0.996464294,0.962654352,"0.985939
","0.97718537
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_dbl,0.916996112,E,0,0.95357275,0.987891348,0.823365625,"0.87902933
","0.91562635
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_is_on_curve,0.972971261,E,0,0.6227929,0.989804855,0.834215463,"0.85710394
","0.91768295
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_dbl,ec_GF2m_simple_is_on_curve,0.888906003,E,0,0.118823893,0.943263778,0.732008362,"0.9368089
","0.8723587
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_add,0.92062251,E,0,0.896059453,0.953305033,0.754082324,"0.92358035
","0.8690123
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_cmp,0.915574994,E,0,0.943472505,0.953160981,0.833703932,"0.95660347
","0.9361295
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_dbl,0.992658651,B,1,0.972689033,0.963912822,0.980516415,"0.9580061
","0.97144526
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_is_on_curve,0.944375232,E,0,0.768327117,0.968680764,0.834799296,"0.9504297
","0.9598778
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_add,0.830856788,E,0,-0.322586149,0.971398636,0.685905051,"0.86983186
","0.8073269
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_oct2point,0.880380048,E,0,-0.079885982,0.991249452,0.741761433,"0.66926
","0.5925943
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_point2oct,0.875269268,E,0,-0.24683696,0.986876906,0.65968997,"0.23835306
","0.7136479
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_group_set_curve,ec_GF2m_simple_set_compressed_coordinates,0.910431196,E,0,-0.199079007,0.980825013,0.800614814,"0.8678088
","0.8695611
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_group_set_curve,0.9365782,B,1,0.73222059,0.985448988,0.968846552,"0.96678144
","0.98740613
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_oct2point,0.882780076,E,0,-0.256220013,0.990014127,0.746432847,"0.6486287
","0.59199184
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_point_get_affine_coordinates,0.871950713,E,0,-0.063951701,0.984701485,0.744350315,"0.77269936
","0.95824486
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_point2oct,0.876702734,E,0,-0.21127829,0.989664943,0.659430871,"0.18237635
","0.6598494
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_set_compressed_coordinates,0.884301238,E,0,-0.265762985,0.975732954,0.72401774,"0.8152957
","0.84161496
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_group_set_curve,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.94957316,E,0,0.17895411,0.970144388,0.819030963,"0.667248
","0.8552298
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_is_on_curve,ec_GF2m_simple_is_on_curve,0.966680389,E,0,0.010654925,0.984913816,0.78214764,"0.88594306
","0.9407989
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_is_on_curve,ec_GF2m_simple_set_compressed_coordinates,0.800766017,E,0,0.988232315,0.991250004,0.792093256,"0.94440126
","0.9103382
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_add,0.937698409,E,0,0.971050024,0.972010169,0.721262741,"0.90638804
","0.84035945
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_cmp,0.970094586,E,0,0.969612837,0.991051213,0.856875748,"0.96520793
","0.9628709
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_dbl,0.951996718,E,0,0.992668331,0.983143913,0.834895799,"0.92028457
","0.9294508
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_is_on_curve,0.992934257,B,1,0.619374216,0.98981666,0.902845063,"0.9037266
","0.973881
"
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_oct2point,ec_GF2m_simple_add,0.900507968,E,0,0.92366308,0.981710957,0.704327343,"0.16700542
","0.59077364
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_oct2point,ec_GF2m_simple_oct2point,0.968970133,E,0,0.980419993,0.991103674,0.972001847,"0.64791095
","0.92415094
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_oct2point,ec_GF2m_simple_point2oct,0.917982718,E,0,0.961580634,0.997373868,0.827740661,"0.8407534
","0.9346704
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_oct2point,ec_GF2m_simple_set_compressed_coordinates,0.936238831,E,0,0.972266734,0.979838167,0.805497145,"0.42981318
","0.5869198
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_cmp,0.819481121,E,0,0.951635957,0.988359177,0.75587218,"0.54754287
","0.5981657
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_group_set_curve,0.871362303,E,0,0.148017466,0.979936209,0.728504088,"0.281127
","0.60537755
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_is_on_curve,0.800687818,E,0,0.73099041,0.984206769,0.697654732,"0.26047227
","0.54097617
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_oct2point,0.970585928,D,1,0.970191538,0.991968239,0.973210646,"0.7883578
","0.94591653
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_point_get_affine_coordinates,0.840174362,E,0,0.965191185,0.992096741,0.773646904,"0.5147782
","0.6847828
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_point2oct,0.918867918,E,0,0.971842945,0.997503129,0.817492883,"0.8616309
","0.83537626
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_set_compressed_coordinates,0.868808436,E,0,0.965069473,0.988794936,0.785170675,"0.68358755
","0.5282712
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_oct2point,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.874726862,E,0,0.897407711,0.975325094,0.686076744,"0.45735633
","0.68956655
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_add,0.829603153,E,0,0.967186749,0.954243287,0.723283356,"0.76502365
","0.85527617
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_oct2point,0.825437037,E,0,0.95271498,0.967702154,0.792962515,"0.8942172
","0.72283113
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_point2oct,0.811115006,E,0,0.987385273,0.9860368,0.72852207,"0.6651944
","0.80290043
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.867437307,E,0,0.990145624,0.94929908,0.83306108,"0.92845553
","0.9080436
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_group_set_curve,0.850446407,E,0,0.021094823,0.950568494,0.73518891,"0.71963274
","0.93807656
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_oct2point,0.820371429,E,0,0.985875964,0.969813755,0.78729362,"0.8461681
","0.7187113
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.95207806,D,1,0.96994257,0.973998409,0.947653101,"0.97457904
","0.981619
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point2oct,0.80404842,E,0,0.972537398,0.983111163,0.70148391,"0.601445
","0.7582845
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_set_compressed_coordinates,0.908317373,E,0,0.989139795,0.97001848,0.819643972,"0.9475025
","0.89032626
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.902880501,E,0,0.851104975,0.969247442,0.791369441,"0.94136524
","0.8793438
"
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_point2oct,ec_GF2m_simple_add,0.827807402,E,0,0.965776503,0.977058186,0.632792064,"0.14477704
","0.73316145
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_oct2point,0.859273245,E,0,0.952153921,0.98938836,0.819017852,"0.54063565
","0.8964792
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_point2oct,0.955251623,E,0,0.978271484,0.998156784,0.943155684,"0.97811043
","0.96989346
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_point2oct,ec_GF2m_simple_set_compressed_coordinates,0.863205381,E,0,0.981324017,0.975371179,0.73278079,"0.3382011
","0.7361468
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_point2oct,ec_GFp_simple_group_set_curve,0.81516224,E,0,0.082399361,0.97617521,0.648547821,"0.113068506
","0.72341615
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_oct2point,0.861140854,E,0,0.977785885,0.990261075,0.819340042,"0.6171949
","0.88358873
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_point2oct,0.958001883,D,1,0.957247913,0.997351298,0.977010246,"0.98672324
","0.95193356
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_set_compressed_coordinates,0.806016015,E,0,0.977495372,0.983352371,0.68818162,"0.5693763
","0.6965939
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_point2oct,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.808668592,E,0,0.866667747,0.9735007,0.628484781,"0.4056909
","0.7491166
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_points_make_affine,ec_GFp_simple_points_make_affine,0.966222258,D,1,0.984242082,0.993007983,0.939712558,"0.99555767
","0.90185297
"
ecp_oct.c_ec2_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_add,0.868811002,E,0,0.994592071,0.920185982,0.80338658,"0.6803496
","0.92753464
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_oct2point,0.87073832,E,0,0.925144792,0.934136643,0.782813727,"0.8609482
","0.5646112
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_point2oct,0.858681723,E,0,0.98839438,0.961974322,0.692095389,"0.80292946
","0.66943014
"
ecp_oct.c_ec2_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.911725731,E,0,0.974755108,0.907417128,0.838992755,"0.86955476
","0.9632382
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_cmp,0.800784985,E,0,0.983731389,0.925145292,0.784768695,"0.91296506
","0.9358131
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_dbl,0.802105226,E,0,0.97619015,0.936160542,0.812423772,"0.79496014
","0.93425965
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_group_set_curve,0.870028228,E,0,-0.128071144,0.912829082,0.723479415,"0.6911083
","0.9042812
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_is_on_curve,0.81600884,E,0,0.493361115,0.930785929,0.733948148,"0.77853656
","0.94830537
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_oct2point,0.866675664,E,0,0.978310287,0.934705975,0.754515575,"0.86821705
","0.5413274
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.920158989,E,0,0.919534028,0.939808183,0.82980267,"0.9127993
","0.95797455
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_point2oct,0.85243851,E,0,0.953426778,0.957870916,0.655563942,"0.7550544
","0.6303067
"
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_set_compressed_coordinates,0.976578966,D,1,0.985995829,0.945203662,0.934646321,"0.97461545
","0.94825304
"
ecp_oct.c_ecp_smpl.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.907410626,E,0,0.783527195,0.926451971,0.696358444,"0.83752364
","0.85208416
"
ecp_smpl.c_ec2_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_add,0.801020225,E,0,0.820539176,0.952266536,0.637348926,"0.52826524
","0.8041948
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_oct2point,0.836183534,E,0,0.936727703,0.971241167,0.679390283,"0.6278432
","0.5946489
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_point2oct,0.822189152,E,0,0.885505378,0.983213952,0.632377427,"0.4393962
","0.69398415
"
ecp_smpl.c_ec2_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GF2m_simple_set_compressed_coordinates,0.876997477,E,0,0.902766407,0.95319185,0.775671758,"0.6700525
","0.845331
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_group_set_curve,0.895304247,E,0,0.261276096,0.95339819,0.802877545,"0.4347289
","0.7979575
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_oct2point,0.839821359,E,0,0.893808424,0.974716437,0.694350996,"0.5457789
","0.55349946
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_point_get_affine_coordinates,0.866471206,E,0,0.95883584,0.97845107,0.795057198,"0.7554091
","0.8195033
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_point2oct,0.82462747,E,0,0.930611491,0.979195492,0.63583789,"0.365116
","0.5208617
"
ecp_smpl.c_ecp_oct.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_set_compressed_coordinates,0.87142413,E,0,0.889726877,0.969678177,0.6990133,"0.66738504
","0.7814258
"
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,ec_GFp_simple_set_Jprojective_coordinates_GFp,0.986497198,B,1,0.920114517,0.994540249,0.984875893,"0.9504322
","0.9720685
"
ec_lib.c_ec_lib.c,EC_GROUP_copy,EC_GROUP_copy,0.995156292,B,1,0.980577946,0.997189557,0.881419745,"0.9864836
","0.9226514
"
ec_curve.c_ec_curve.c,ec_group_new_from_data,ec_group_new_from_data,0.938894826,B,1,0,0,0,"0
",0
ec_key.c_ec_key.c,EC_KEY_check_key,EC_KEY_check_key,0.973496429,D,1,0.895030677,0.994514446,0.957409178,"0.8014156
","0.90127
"
ec_key.c_ec_key.c,EC_KEY_copy,EC_KEY_copy,0.865194843,B,1,0.834126413,0.989011753,0.795640516,"0.909683
","0.66560954
"
ec_mult.c_ec_mult.c,ec_wNAF_mul,ec_wNAF_mul,0.91954611,D,1,0.999346256,0.974685183,0.796595851,"0
","0.9087025
"
ec_mult.c_ec_mult.c,ec_wNAF_precompute_mult,ec_wNAF_precompute_mult,0.964679503,D,1,0.995212197,0.972183515,0.799765225,"0.99097645
","0.9797749
"
ech_ossl.c_ech_key.c,ecdh_compute_key,ecdh_compute_key,0.911387786,B,1,0,0.974848304,0.824170314,"0.88495344
","0.9218459
"
