file_name,openssl_101f,libressl_3,sim_value,vulseeker,safe,kaist,A_var_code_cf,B_var_code_CF,C_var_CODE_cf,D_var_CODE_CF,E_VAR
apps.c_apps.c,chopup_args,chopup_args,0.89276124,0.950214863,0.7689156,0.803793451,,1,,,
wp_dgst.c_wp_dgst.c,WHIRLPOOL_Final,WHIRLPOOL_Final,0.948278556,0.654543936,0.6796672,0.412651516,1,,,,
bn_print.c_bn_print.c,BN_dec2bn,BN_dec2bn,0.914388395,0.780126452,0.77043945,0.802721722,,,,1,
v3_alt.c_x509_alt.c,copy_email,copy_email,0.985479604,0.53206265,0.8270056,0.801607122,,,1,,
ecs_ossl.c_ecs_ossl.c,ecdsa_do_verify,ecdsa_do_verify,0.800493177,0,0.85596746,0.801462422,,,,,1
rc2ofb64.c_rc2ofb64.c,RC2_ofb64_encrypt,RC2_ofb64_encrypt,0.94624797,0,0,0.742216155,1,,,,
a_strex.c_a_strex.c,do_name_ex,do_name_ex,0.945962031,0.991314054,0.82893056,0.82934319,1,,,,
cbc128.c_cbc128.c,CRYPTO_cbc128_decrypt,CRYPTO_cbc128_decrypt,0.945495638,0.984565377,0.93674153,0.514587232,1,,,,
v3_alt.c_x509_alt.c,v2i_issuer_alt,v2i_issuer_alt,0.883583822,0.581175148,0.7984437,0.801008462,,,1,,
ssl_ciph.c_ssl_ciph.c,ssl_cipher_process_rulestr,ssl_cipher_process_rulestr,0.758865337,0.997923613,0.9101548,0.800678138,,1,,,
s_cb.c_s_cb.c,verify_cookie_callback,verify_cookie_callback,0.763761754,0.782779694,0.9103027,0.797780941,,,1,,
cms_pwri.c_cms_pwri.c,cms_RecipientInfo_pwri_crypt,cms_RecipientInfo_pwri_crypt,0.807043654,0.974353492,0.7670416,0.79518147,,,,1,
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_encrypt,0.944282878,0.668917239,0.90098554,0.827164088,1,,,,
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_decrypt,0.943507296,0.843964159,0.8858551,0.790010789,1,,,,
ex_data.c_ex_data.c,int_free_ex_data,int_free_ex_data,0.958384345,0,0.900482,0.794880976,,1,,,
ec_asn1.c_ec_asn1.c,i2d_ECPrivateKey,i2d_ECPrivateKey,0.972878287,0.978519738,0.8951517,0.794311753,,,,1,
bf_cfb64.c_bf_cfb64.c,BF_cfb64_encrypt,BF_cfb64_encrypt,0.942222778,0,0,0.794951829,1,,,,
a_strex.c_a_strex.c,do_print_ex,do_print_ex,0.941149832,0.938331664,0.7795353,0.630453727,1,,,,
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_decrypt_ccm64,0.94365229,0.79011184,0.8990946,0.792232817,,1,,,
a_object.c_a_object.c,a2d_ASN1_OBJECT,a2d_ASN1_OBJECT,0.868950509,0.997752011,0.9595105,0.792141788,,,,1,
ts_conf.c_ts_conf.c,TS_CONF_set_policies,TS_CONF_set_policies,0.940145952,0.763008654,0.8404426,0.841227317,1,,,,
d1_pkt.c_d1_pkt.c,dtls1_dispatch_alert,dtls1_dispatch_alert,0.936629544,0,0.77031744,0.836365236,1,,,,
cms.c_cms.c,cms_main,cms_main,0.816995618,0,0,0.791570385,,,,,
ec_mult.c_ec_mult.c,ec_wNAF_mul,ec_wNAF_mul,0.839092221,0.998792827,0.8896975,0.790775803,,,,1,
conf_api.c_conf_api.c,_CONF_new_section,_CONF_new_section,0.886092638,0.214614138,0.82931405,0.790618709,,1,,,
txt_db.c_txt_db.c,TXT_DB_free,TXT_DB_free,0.788581553,0.784610152,0.8561277,0.790534953,,,,1,
apps.c_apps.c,load_cert,load_cert,0.953723849,0.519007325,0.9040053,0.790313624,,,1,,
pk7_smime.c_pk7_smime.c,PKCS7_verify,PKCS7_verify,0.946896895,0.99797976,0.5531641,0.790029812,,,,1,
x509_lu.c_x509_lu.c,X509_STORE_get_by_subject,X509_STORE_get_by_subject,0.934973008,0.736551285,0.65489405,0.779272309,1,,,,
xts128.c_xts128.c,CRYPTO_xts128_encrypt,CRYPTO_xts128_encrypt,0.914152896,0.73572886,0.89548934,0.788447288,,,,,1
rc2cfb64.c_rc2cfb64.c,RC2_cfb64_encrypt,RC2_cfb64_encrypt,0.934778503,0,0,0.751042277,1,,,,
bn_print.c_bn_print.c,BN_bn2dec,BN_bn2dec,0.705599894,0.183490857,0.707966,0.787343952,,1,,,
pmeth_lib.c_pmeth_lib.c,int_ctx_new,int_ctx_new,0.917385591,0.96535176,0.6860185,0.786228912,,,,1,
cms_smime.c_cms_smime.c,CMS_verify,CMS_verify,0.82700743,0.992917418,0.91244787,0.786150539,,,,,1
ex_data.c_ex_data.c,int_new_ex_data,int_new_ex_data,0.925874469,0.587137043,0.76087314,0.784749678,,1,,,
ec_asn1.c_ec_asn1.c,d2i_ECPrivateKey,d2i_ECPrivateKey,0.924881711,0.926949501,0.87437695,0.784673039,,,,,1
by_dir.c_by_dir.c,get_cert_by_subject,get_cert_by_subject,0.94692797,0.990862131,0.90190727,0.783871808,,,,1,
bn_lib.c_bn_lib.c,BN_bin2bn,BN_bin2bn,0.989001771,0.880410373,0.70720166,0.783745076,,,,1,
asn1_gen.c_asn1_gen.c,ASN1_generate_v3,ASN1_generate_v3,0.831740802,0.977453113,0.78913707,0.783381061,,1,,,
apps.c_apps.c,load_index,load_index,0.941452242,0.04176338,0.8082669,0.782692291,,,,,1
s_cb.c_s_cb.c,generate_cookie_callback,generate_cookie_callback,0.773577996,0.52589637,0.9085359,0.782166014,,1,,,
bio_b64.c_bio_b64.c,b64_write,b64_write,0.931742567,0.987301469,0.9373004,0.758273301,1,,,,
ctr128.c_ctr128.c,CRYPTO_ctr128_encrypt_ctr32,CRYPTO_ctr128_encrypt_ctr32,0.929017397,0.453959763,0.82366896,0.80432468,1,,,,
des_enc.c_xcbc_enc.c,DES_ncbc_encrypt,DES_xcbc_encrypt,0.730835343,0,0.8660161,0.778583211,,,,,1
bss_dgram.c_bss_dgram.c,dgram_ctrl,dgram_ctrl,0.938075998,0.968359828,0.8000939,0.778221897,,1,,,
ec2_mult.c_ec2_mult.c,ec_GF2m_montgomery_point_multiply,ec_GF2m_montgomery_point_multiply,0.952042669,0.996270478,0.8608895,0.777839433,,,,1,
conf_def.c_conf_def.c,str_copy,str_copy,0.818728301,0.997966826,0.8860596,0.777484178,,,,,1
digest.c_digest.c,EVP_DigestInit_ex,EVP_DigestInit_ex,0.906554118,0.953109443,0.85073054,0.777458806,,,,1,
dsa_ameth.c_dsa_ameth.c,dsa_priv_decode,dsa_priv_decode,0.720675329,0.785878479,0.9041079,0.776762353,,,,,1
wp_dgst.c_wp_dgst.c,WHIRLPOOL_BitUpdate,WHIRLPOOL_BitUpdate,0.925936607,0.976324916,0.8780436,0.803293959,1,,,,
bn_exp.c_bn_exp.c,BN_mod_exp_recp,BN_mod_exp_recp,0.923269657,0.98722589,0.8485001,0.775772202,,,,1,
enc.c_enc.c,enc_main,enc_main,0.655646137,0,0,0.775460849,,,,,
gost2001.c_gostr341001.c,gost2001_do_sign,gost2001_do_sign,0.461595165,0.898202479,0.76935756,0.775343719,,,,,1
smime.c_smime.c,smime_main,smime_main,0.877623276,0,0,0.775168419,,,,,
bss_conn.c_bss_conn.c,conn_state,conn_state,0.92071168,0.977486134,0.8466971,0.774743155,,,,1,
c_cfb64.c_c_cfb64.c,CAST_cfb64_encrypt,CAST_cfb64_encrypt,0.925173698,0,0,0.794951829,1,,,,
tasn_dec.c_tasn_dec.c,asn1_template_noexp_d2i,asn1_template_noexp_d2i,0.880996291,0.978290617,0.88903654,0.773129628,,,1,,
d1_both.c_d1_both.c,dtls1_do_write,dtls1_do_write,0.674442214,0.975342751,0.8611724,0.77278993,,,,,1
tasn_new.c_tasn_new.c,asn1_item_ex_combine_new,asn1_item_ex_combine_new,0.732312296,0.980117977,0.7543178,0.770309473,,,,,1
d1_pkt.c_d1_pkt.c,dtls1_read_bytes,dtls1_read_bytes,0.675948548,0,0.82330966,0.77015422,,,,,1
f_int.c_f_int.c,a2i_ASN1_INTEGER,a2i_ASN1_INTEGER,0.619905063,0.984801829,0.89492214,0.769852673,,1,,,
dsa_gen.c_dsa_gen.c,dsa_builtin_paramgen,dsa_builtin_paramgen,0.94401047,0.995347083,0.8981981,0.769310898,,1,,,
dsa_ossl.c_dsa_ossl.c,dsa_do_sign,dsa_do_sign,0.867884573,0,0.8135314,0.763406523,,,,,1
evp_enc.c_evp_enc.c,EVP_CipherInit_ex,EVP_CipherInit_ex,0.952282967,0.986264586,0.8697739,0.763039603,,,,1,
ts_verify_ctx.c_ts_verify_ctx.c,TS_REQ_to_TS_VERIFY_CTX,TS_REQ_to_TS_VERIFY_CTX,0.894239957,0.312069148,0.736995,0.762612042,,,1,,
a_object.c_a_object.c,c2i_ASN1_OBJECT,c2i_ASN1_OBJECT,0.975440098,0.955217183,0.85021377,0.762192993,,,,,1
openssl.c_openssl.c,do_cmd,do_cmd,0.923811638,0.996330738,0.84816015,0.884023468,1,,,,
bio_b64.c_bio_b64.c,b64_ctrl,b64_ctrl,0.917916413,0.955344439,0.7914059,0.837890765,1,,,,
f_string.c_f_string.c,a2i_ASN1_STRING,a2i_ASN1_STRING,0.569978276,0,0.89820105,0.759643931,,1,,,
bn_exp.c_bn_exp.c,BN_mod_exp_mont_consttime,BN_mod_exp_mont_consttime,0.862549364,0.9989326,0.86566603,0.758851357,,,,1,
ssl_lib.c_ssl_lib.c,SSL_dup,SSL_dup,0.844890243,0.957920432,0.81491756,0.758466035,,,,1,
ca.c_ca.c,ca_main,ca_main,0.881813438,0,0,0.758340679,,,,,
txt_db.c_txt_db.c,TXT_DB_create_index,TXT_DB_create_index,0.917081106,0.792009056,0.77342206,0.824860172,1,,,,
v3_prn.c_x509_prn.c,X509V3_extensions_print,X509V3_extensions_print,0.99908119,0.736607313,0.83109003,0.758203346,,,1,,
obj_dat.c_obj_dat.c,OBJ_obj2txt,OBJ_obj2txt,0.865944636,0.992986917,0.7226021,0.757769221,,,,,1
ts_conf.c_ts_conf.c,TS_CONF_set_digests,TS_CONF_set_digests,0.914201634,0.636002541,0.8766656,0.833922769,1,,,,
ts.c_ts.c,ts_main,ts_main,0.853831717,0,0,0.757045908,,,,,
passwd.c_passwd.c,do_passwd,do_passwd,0.816501528,0.959874392,0.8536641,0.756926202,,,,1,
pem_lib.c_pem_lib.c,PEM_read_bio,PEM_read_bio,0.93326733,0.995841742,0.9231405,0.755646819,,,1,,
cfb64enc.c_ofb64enc.c,DES_cfb64_encrypt,DES_ofb64_encrypt,0.674163146,0.490549743,0.88330185,0.754874841,,,,,1
s3_srvr.c_ssl_srvr.c,ssl3_accept,ssl3_accept,0.462299774,0.998737216,0.8575994,0.751997733,,,,,1
e_rc4_hmac_md5.c_e_rc4_hmac_md5.c,rc4_hmac_md5_ctrl,rc4_hmac_md5_ctrl,0.900902005,0,0.83600014,0.533463086,1,,,,
x509_obj.c_x509_obj.c,X509_NAME_oneline,X509_NAME_oneline,0.908968525,0.995007813,0.8919481,0.750954722,,,,1,
a_int.c_a_int.c,d2i_ASN1_UINTEGER,d2i_ASN1_UINTEGER,0.874150757,0.020269092,0.8713872,0.749228807,,1,,,
a_strex.c_a_strex.c,do_buf,do_buf,0.889579372,0.971383035,0.78513503,0.749220273,,1,,,
s3_pkt.c_ssl_pkt.c,ssl3_read_bytes,ssl3_read_bytes,0.707227601,0.996398151,0.87112564,0.748884408,,,,1,
apps.c_apps.c,load_certs_crls,load_certs_crls,0.911550746,0.971820235,0.86563003,0.74857287,,1,,,
bn_prime.c_bn_prime.c,BN_is_prime_fasttest_ex,BN_is_prime_fasttest_ex,0.963503397,0.997705221,0.89782566,0.74710837,,,,1,
i_cfb64.c_i_cfb64.c,idea_cfb64_encrypt,idea_cfb64_encrypt,0.895039145,0,0,0.76043328,1,,,,
pcy_node.c_pcy_node.c,level_add_node,level_add_node,0.81719669,0.081894413,0.7553486,0.746100823,,,,1,
apps.c_apps.c,parse_name,parse_name,0.847830735,0.983779192,0.8353713,0.745167814,,,,1,
i_ofb64.c_i_ofb64.c,idea_ofb64_encrypt,idea_ofb64_encrypt,0.882707861,0,0,0.743745473,1,,,,
cfb_enc.c_cfb_enc.c,DES_cfb_encrypt,DES_cfb_encrypt,0.856943701,0,0,0.658444041,1,,,,
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbc_encrypt,0.852373923,0,0,0.776341797,1,,,,
bf_cfb64.c_bf_ofb64.c,BF_cfb64_encrypt,BF_ofb64_encrypt,0.84785323,0.642837584,0.85607547,0.744626808,1,,,,
ssl_sess.c_ssl_sess.c,ssl_get_prev_session,ssl_get_prev_session,0.279816573,0.959930182,0.80302554,0.743006345,,,,,1
ofb64ede.c_ofb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.842603816,0,0,0.811959007,1,,,,
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_sqr_arr,BN_GF2m_mod_sqr_arr,0.839669258,0.199731365,0.89617926,0.925474781,1,,,,
ec_key.c_ec_key.c,EC_KEY_copy,EC_KEY_copy,0.730389687,0.785189152,0.8078405,0.741000301,,1,,,
ocsp.c_ocsp.c,process_responder,process_responder,0.832201015,-0.041212469,0.6933973,0.7409832,,1,,,
x509_lu.c_x509_lu.c,X509_STORE_CTX_get1_issuer,X509_STORE_CTX_get1_issuer,0.898896228,0.931572795,0.77635795,0.740204105,,,,,1
txt_db.c_txt_db.c,TXT_DB_read,TXT_DB_read,0.9114261,0.970642567,0.87541753,0.739385204,,,,1,
s3_clnt.c_ssl_clnt.c,ssl3_get_server_certificate,ssl3_get_server_certificate,0.811262029,0.984653175,0.7698046,0.73903182,,,,,1
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_arr,BN_GF2m_mod_arr,0.684070395,0.948743463,0.83082867,0.738685896,,,1,,
ocsp_vfy.c_ocsp_vfy.c,OCSP_basic_verify,OCSP_basic_verify,0.949706753,0.976453245,0.8565897,0.738655772,,,,,1
ofb64enc.c_ofb64enc.c,DES_ofb64_encrypt,DES_ofb64_encrypt,0.835533988,0,0,0.801408062,1,,,,
pk7_smime.c_pk7_smime.c,PKCS7_get0_signers,PKCS7_get0_signers,0.993691151,0.048886016,0.7646239,0.737767372,,,1,,
s3_lib.c_s3_lib.c,ssl3_ctrl,ssl3_ctrl,0.338687958,0.994864762,0.33267853,0.737199931,,,,,1
ca.c_ca.c,do_body,do_body,0.927060922,0.999571085,0.81833315,0.73295007,,,,,1
cfb64enc.c_cfb64enc.c,DES_cfb64_encrypt,DES_cfb64_encrypt,0.813240843,0,0,0.79190999,1,,,,
v3_prn.c_x509_prn.c,X509V3_EXT_print,X509V3_EXT_print,0.998321426,0.864460766,0.8702957,0.730498753,,1,,,
xcbc_enc.c_des_enc.c,DES_xcbc_encrypt,DES_ncbc_encrypt,0.777262971,0.876710951,0,0.729692036,,,,,1
rsa_eay.c_rsa_eay.c,RSA_eay_public_encrypt,RSA_eay_public_encrypt,0.953381755,0.983168244,0.96232384,0.728656612,,,1,,
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_ctrl,pkey_rsa_ctrl,0.770056085,0.989185274,0.7002603,0.726473582,,,,1,
ssl_lib.c_ssl_lib.c,SSL_get_shared_ciphers,SSL_get_shared_ciphers,0.547295253,0.398007333,0.6512747,0.725745816,,,,,1
rsa_pss.c_rsa_pss.c,RSA_verify_PKCS1_PSS_mgf1,RSA_verify_PKCS1_PSS_mgf1,0.834018732,0.974501073,0.8884477,0.725278834,,,,1,
s3_both.c_ssl_both.c,ssl3_get_message,ssl3_get_message,0.621823015,0.96442759,0.80541486,0.724372382,,,,,1
a_d2i_fp.c_a_d2i_fp.c,asn1_d2i_read_bio,asn1_d2i_read_bio,0.843512513,0.989546955,0.7857215,0.717687719,,,,1,
rsa_sign.c_rsa_sign.c,int_rsa_verify,int_rsa_verify,0.333416521,0.975620866,0.8675827,0.717330548,,,,,1
v3_info.c_x509_info.c,i2v_AUTHORITY_INFO_ACCESS,i2v_AUTHORITY_INFO_ACCESS,0.831604963,0.265313506,0.7992307,0.716634594,,,,,1
x509.c_x509.c,x509_main,x509_main,0.815932133,0,0,0.716323954,,,,,
rsa_eay.c_rsa_eay.c,RSA_eay_private_encrypt,RSA_eay_private_encrypt,0.978277897,0.97763294,0.88500565,0.716084172,,1,,,
s3_srvr.c_ssl_srvr.c,ssl3_get_client_certificate,ssl3_get_client_certificate,0.678280607,0.992032528,0.7083322,0.71597212,,,,,1
asn_mime.c_asn_mime.c,mime_parse_hdr,mime_parse_hdr,0.886487162,0.978992641,0.87555724,0.715906884,,1,,,
gost2001.c_gostr341001.c,gost2001_do_verify,gost2001_do_verify,0.612955085,0.043812163,0.84046626,0.715259353,,,,,1
s3_pkt.c_ssl_pkt.c,do_ssl3_write,do_ssl3_write,0.172407978,0.984558642,0.7576286,0.714256656,,,,,1
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_keygen,pkey_rsa_keygen,0.899361147,0.40326336,0.90026623,0.714115116,,1,,,
t1_enc.c_t1_enc.c,tls1_setup_key_block,tls1_setup_key_block,0.241020265,0.275358289,0.7199491,0.713721557,,,,,1
ecs_ossl.c_ecs_ossl.c,ecdsa_do_sign,ecdsa_do_sign,0.882271241,0,0.8693492,0.713508845,,,,1,
bf_buff.c_bf_buff.c,buffer_ctrl,buffer_ctrl,0.974574548,0.993304372,0.76024777,0.713122439,,,,1,
gost_pmeth.c_gost89imit_pmeth.c,pkey_gost_mac_ctrl,pkey_gost_mac_ctrl,0.797323451,0.874374747,0.7872536,0.710202592,,,,1,
d1_both.c_d1_both.c,dtls1_reassemble_fragment,dtls1_reassemble_fragment,0.802162571,0.980966806,0.87410486,0.710123372,,,,1,
ssl_lib.c_ssl_lib.c,SSL_new,SSL_new,0.571313924,0,0.86836874,0.709964744,,,,1,
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_inv,BN_GF2m_mod_inv,0.90368198,0.985603511,0.91732776,0.709516252,,,,1,
s3_clnt.c_ssl_clnt.c,ssl3_get_server_hello,ssl3_get_server_hello,0.325670893,0,0.734241,0.705877735,,,,,1
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_point2oct,0.916871512,0.95685631,0.8363957,0.704873294,,,,1,
t1_enc.c_t1_enc.c,tls1_export_keying_material,tls1_export_keying_material,0.442950936,0.761044502,0.89192915,0.7044725,,,,,1
x_x509.c_x_x509.c,x509_cb,x509_cb,0.996420748,0.359677881,0.6700768,0.704100699,,1,,,
verify.c_verify.c,verify_main,verify_main,0.590834298,0,0,0.703418583,,,,,
s3_clnt.c_ssl_clnt.c,ssl3_get_cert_status,ssl3_get_cert_status,0.47888313,0.527137935,0.7866965,0.702805059,,,,,1
a_int.c_a_int.c,c2i_ASN1_INTEGER,c2i_ASN1_INTEGER,0.922095887,0.986765742,0.8248262,0.701755305,,,,1,
dsa.c_rsa.c,dsa_main,rsa_main,0.237686031,0,0,0.699999745,,,,,
dsa_ossl.c_dsa_ossl.c,dsa_sign_setup,dsa_sign_setup,0.94891527,0,0.86311007,0.699603629,,,,,1
bn_exp.c_bn_exp2.c,BN_mod_exp_mont,BN_mod_exp2_mont,0.832456781,0.989116609,0.8738192,0.699252928,,,,,1
bio_b64.c_bio_b64.c,b64_read,b64_read,0.956944109,0.994811535,0.84741783,0.698060563,,1,,,
ocsp_cl.c_ocsp_cl.c,OCSP_request_sign,OCSP_request_sign,0.95786034,0.243167624,0.8361271,0.695890473,,,1,,
pkcs12.c_pkcs12.c,dump_certs_pkeys_bag,dump_certs_pkeys_bag,0.911730675,0.909890175,0.8725542,0.695687315,,,1,,
x509_vfy.c_x509_vfy.c,X509_STORE_CTX_init,X509_STORE_CTX_init,0.95322633,-0.187731639,0.65639734,0.693861278,,,,1,
n_pkey.c_n_pkey.c,i2d_RSA_NET,i2d_RSA_NET,0.981594174,0.744903564,0.89097446,0.693575416,,,,1,
rc2cfb64.c_rc2ofb64.c,RC2_cfb64_encrypt,RC2_ofb64_encrypt,0.863292373,0.626744628,0.8119429,0.692519848,,,,,1
s3_clnt.c_ssl_clnt.c,ssl3_check_cert_and_algorithm,ssl3_check_cert_and_algorithm,0.913029887,0.336325467,0.77779424,0.692239978,,,,1,
i_cfb64.c_i_ofb64.c,idea_cfb64_encrypt,idea_ofb64_encrypt,0.753136136,0.705936313,0.77753574,0.692082991,,,,,1
s2_clnt.c_ssl_clnt.c,ssl2_connect,ssl3_connect,0.538519051,0.9995296,0.822258,0.692038076,,,,,1
dsaparam.c_dsaparam.c,dsaparam_main,dsaparam_main,0.832937254,0,0,0.690157515,,,,,
dh_key.c_dh_key.c,generate_key,generate_key,0.934565121,0.952627361,0.8293566,0.688127255,,,,,1
s2_srvr.c_ssl_srvr.c,ssl2_accept,ssl3_accept,0.492192952,0,0.838486,0.685027975,,,,,1
s_server.c_s_server.c,sv_body,sv_body,0.451226341,0.987161338,0.95257163,0.684789885,,,,,1
ts_rsp_verify.c_ts_rsp_verify.c,int_TS_RESP_verify_token,int_TS_RESP_verify_token,0.992373681,0.644207478,0.8876684,0.684571579,,,1,,
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_point2oct,0.916003766,0.957343698,0.83654374,0.683379636,,,,1,
ssl_lib.c_ssl_lib.c,SSL_CTX_new,SSL_CTX_new,0.666777764,0.829595506,0.87506914,0.683140116,,,,1,
passwd.c_passwd.c,passwd_main,passwd_main,0.683076786,0,0,0.683014516,,,,,
d1_pkt.c_d1_pkt.c,dtls1_get_record,dtls1_get_record,0.545194185,0.984922051,0.71497977,0.682052753,,,,,1
gost_ameth.c_gostr341001_ameth.c,pub_decode_gost01,pub_decode_gost01,0.40166401,0.473740637,0.8655907,0.681532291,,,,,1
d1_pkt.c_d1_pkt.c,do_dtls1_write,do_dtls1_write,0.198624064,0.603309095,0.7862367,0.680206841,,,,,1
tasn_dec.c_tasn_dec.c,asn1_d2i_ex_primitive,asn1_d2i_ex_primitive,0.983970384,0.940583408,0.9003312,0.675225656,,,,1,
s3_srvr.c_ssl_srvr.c,ssl3_send_certificate_request,ssl3_send_certificate_request,0.602110797,0.163190156,0.62845993,0.674974312,,,,,1
dhparam.c_dhparam.c,dhparam_main,dhparam_main,0.805465936,0,0,0.674750393,,,,,
d1_both.c_d1_both.c,dtls1_retransmit_message,dtls1_retransmit_message,0.715525987,0.786340952,0.82622343,0.67436955,,,,1,
n_pkey.c_n_pkey.c,d2i_RSA_NET,d2i_RSA_NET,0.979136492,0.537911355,0.61410826,0.673930321,,,1,,
ssl_lib.c_ssl_lib.c,SSL_free,SSL_free,0.566406104,0,0.87558806,0.673924448,,,,1,
t_crl.c_t_crl.c,X509_CRL_print,X509_CRL_print,0.853614456,0.716142833,0.7844675,0.671728698,,,,1,
req.c_req.c,req_main,req_main,0.755918049,0,0,0.671718877,,,,,
rsa_pss.c_rsa_pss.c,RSA_padding_add_PKCS1_PSS_mgf1,RSA_padding_add_PKCS1_PSS_mgf1,0.884544198,0.984831452,0.89447355,0.66839933,,1,,,
p_sign.c_p_sign.c,EVP_SignFinal,EVP_SignFinal,0.941354544,0.368597358,0.89220065,0.666957854,,,1,,
prime.c_prime.c,prime_main,prime_main,0.822708331,0,0,0.665167482,,,,,
dh.c_dh.c,dh_main,dh_main,0.6797309,0,0,0.66501599,,,,,
c_cfb64.c_c_ofb64.c,CAST_cfb64_encrypt,CAST_ofb64_encrypt,0.811731864,0.627491832,0.85607547,0.744626808,1,,,,
p_verify.c_p_verify.c,EVP_VerifyFinal,EVP_VerifyFinal,0.970939296,0.608746648,0.86908406,0.662370774,,,1,,
a_mbstr.c_a_mbstr.c,ASN1_mbstring_ncopy,ASN1_mbstring_ncopy,0.840532379,0.984698296,0.8960212,0.661252426,,,,1,
rsautl.c_rsautl.c,rsautl_main,rsautl_main,0.757027026,0,0,0.660469005,,,,,
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ncbc_encrypt,0.801279446,0,0,0.773598585,1,,,,
crl2p7.c_crl2p7.c,crl2pkcs7_main,crl2pkcs7_main,0.903265934,0,0,0.655598961,,,,,
d1_pkt.c_d1_pkt.c,dtls1_buffer_record,dtls1_buffer_record,0.443236194,0.654408336,0.84073585,0.654448219,,,,1,
nseq.c_nseq.c,nseq_main,nseq_main,0.928346008,0,0,0.653846661,,,,,
e_aes_cbc_hmac_sha1.c_e_aes_cbc_hmac_sha1.c,aesni_cbc_hmac_sha1_cipher,aesni_cbc_hmac_sha1_cipher,0.901287968,0.956122458,0.93956333,0.652042863,,,,1,
ofb64enc.c_cfb64enc.c,DES_ofb64_encrypt,DES_cfb64_encrypt,0.680446046,0.043185085,0.8704234,0.650628373,,,,,1
ofb64ede.c_cfb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.6615826,0.535197675,0.88247967,0.650023312,,,,,1
ssl_sess.c_ssl_sess.c,ssl_get_new_session,ssl_get_new_session,0.936186832,0.974926114,0.8765718,0.649885193,,,1,,
s3_srvr.c_ssl_srvr.c,ssl3_get_client_hello,ssl3_get_client_hello,0.552840809,0,0.7430844,0.649223185,,,,,1
tasn_enc.c_tasn_enc.c,ASN1_item_ex_i2d,ASN1_item_ex_i2d,0.820832682,0.982952058,0.698014,0.648738639,,,,,1
gendsa.c_genrsa.c,gendsa_main,genrsa_main,0.256901232,0,0,0.647862788,,,,,
x509_vfy.c_x509_vfy.c,internal_verify,internal_verify,0.575993534,0.987144649,0.7825082,0.647273173,,,,,1
bio_asn1.c_bio_asn1.c,asn1_bio_write,asn1_bio_write,0.996817705,0.899364471,0.8450254,0.646995101,,,,,1
ssl_lib.c_ssl_ciphers.c,ssl_bytes_to_cipher_list,ssl_bytes_to_cipher_list,0.47460873,0.040883131,0.5734106,0.646798511,,,,,1
s23_srvr.c_ssl_srvr.c,ssl23_get_client_hello,ssl3_get_client_hello,0.191756306,0.996962667,0.5352314,0.646635966,,,,,1
v3_alt.c_x509_alt.c,i2v_GENERAL_NAME,i2v_GENERAL_NAME,0.863863678,0.552054882,0.8289719,0.643943763,,,,,1
ec_mult.c_ec_mult.c,ec_wNAF_precompute_mult,ec_wNAF_precompute_mult,0.929359006,0.996574402,0.76698065,0.641658892,,,,1,
s3_clnt.c_ssl_clnt.c,ssl3_get_certificate_request,ssl3_get_certificate_request,0.733088646,0.979881167,0.77185106,0.641563822,,,,,1
bn_mont.c_bn_mont.c,BN_from_montgomery_word,BN_from_montgomery_word,0.89243299,0.972466528,0.8016313,0.640755272,,,1,,
s23_clnt.c_ssl_clnt.c,ssl23_connect,ssl3_connect,0.588156993,0,0.80634725,0.640390853,,,,,1
bf_ofb64.c_bf_cfb64.c,BF_ofb64_encrypt,BF_cfb64_encrypt,0.877179547,0.613069534,0.86565864,0.63965769,,,,,1
c_ofb64.c_c_cfb64.c,CAST_ofb64_encrypt,CAST_cfb64_encrypt,0.87679171,0.342568427,0.86565864,0.63965769,,,,,1
xcbc_enc.c_xcbc_enc.c,DES_xcbc_encrypt,DES_xcbc_encrypt,0.789233457,0,0,0.787756852,1,,,,
v3_sxnet.c_x509_sxnet.c,SXNET_add_id_INTEGER,SXNET_add_id_INTEGER,0.999916009,0.899347723,0.8548908,0.63611357,,,1,,
ca.c_ca.c,unpack_revinfo,unpack_revinfo,0.992717216,0.990662515,0.86407846,0.635405558,,1,,,
s3_srvr.c_ssl_srvr.c,ssl3_send_newsession_ticket,ssl3_send_newsession_ticket,0.614557628,0.795301497,0.7752376,0.633035215,,,,,1
