file_name,libressl_3,gmssl,sim_value
tasn_prn.c_tasn_prn.c,asn1_template_print_ctx,asn1_template_print_ctx,0.9863767135321061
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_add,ec_GFp_simple_add,0.9863527583176315
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_dbl,ec_GFp_simple_dbl,0.9858969975515472
bf_ofb64.c_bf_ofb64.c,BF_ofb64_encrypt,BF_ofb64_encrypt,0.9855680997430736
ec_asn1.c_ec_asn1.c,ec_asn1_group2curve,ec_asn1_group2curve,0.985045956163128
pvkfmt.c_pvkfmt.c,do_PVK_body,do_PVK_body,0.9848957972292618
x509_vfy.c_x509_vfy.c,crl_akid_check,crl_akid_check,0.984772708742669
b_dump.c_b_dump.c,BIO_dump_indent_cb,BIO_dump_indent_cb,0.9843735708473202
ec2_smpl.c_ec2_smpl.c,ec_GF2m_simple_is_on_curve,ec_GF2m_simple_is_on_curve,0.9842606719761365
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_is_on_curve,ec_GFp_simple_is_on_curve,0.9841940636948868
ec2_mult.c_ec2_mult.c,ec_GF2m_simple_mul,ec_GF2m_simple_mul,0.9841774987209708
bn_nist.c_bn_nist.c,BN_nist_mod_192,BN_nist_mod_192,0.9829603536996787
cms_env.c_cms_env.c,cms_RecipientInfo_kekri_encrypt,cms_RecipientInfo_kekri_encrypt,0.9829116562599232
bn_exp.c_bn_exp.c,BN_mod_exp_mont_word,BN_mod_exp_mont_word,0.9825938368306943
pem_pk8.c_pem_pk8.c,do_pk8pkey,do_pk8pkey,0.9825150345525555
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_cmp,ec_GFp_simple_cmp,0.9821590685214737
eng_cnf.c_eng_cnf.c,int_engine_configure,int_engine_configure,0.9820172633841776
x509_ncons.c_v3_ncons.c,NAME_CONSTRAINTS_check,NAME_CONSTRAINTS_check,0.9788924351667652
a_int.c_a_int.c,d2i_ASN1_UINTEGER,d2i_ASN1_UINTEGER,0.9786465630050467
x509.c_x509.c,x509_load_serial,x509_load_serial,0.9782500734181039
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt_ccm64,CRYPTO_ccm128_encrypt_ccm64,0.9782029199924971
tasn_enc.c_tasn_enc.c,asn1_template_ex_i2d,asn1_template_ex_i2d,0.9781644852964665
bss_file.c_bss_file.c,file_ctrl,file_ctrl,0.9781277363549761
pk7_doit.c_pk7_doit.c,pkcs7_decrypt_rinfo,pkcs7_decrypt_rinfo,0.9773142989792818
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt_ccm64,CRYPTO_ccm128_decrypt_ccm64,0.9766852725323345
wp_dgst.c_wp_dgst.c,WHIRLPOOL_Final,WHIRLPOOL_Final,0.9763630889935726
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,ec_GFp_simple_point_get_affine_coordinates,0.9758811916231686
e_des.c_e_des.c,des_cfb1_cipher,des_cfb1_cipher,0.9748597336041259
cms_pwri.c_cms_pwri.c,kek_unwrap_key,kek_unwrap_key,0.9743951969458668
ts_rsp_verify.c_ts_rsp_verify.c,TS_RESP_verify_signature,TS_RESP_verify_signature,0.9723901051225294
d2i_pr.c_d2i_pr.c,d2i_PrivateKey,d2i_PrivateKey,0.9719585409340228
bio_b64.c_bio_b64.c,b64_read,b64_read,0.9718974053446283
apps.c_apps.c,load_serial,load_serial,0.9717197813079053
pk7_doit.c_pk7_doit.c,pkcs7_encode_rinfo,pkcs7_encode_rinfo,0.9712120917935172
bn_mont.c_bn_mont.c,BN_MONT_CTX_set,BN_MONT_CTX_set,0.9711744568815966
rc2ofb64.c_rc2ofb64.c,RC2_ofb64_encrypt,RC2_ofb64_encrypt,0.9704476660731337
req.c_req.c,auto_info,auto_info,0.9699564912104662
ca.c_ca.c,unpack_revinfo,unpack_revinfo,0.9693110223181374
wp_dgst.c_wp_dgst.c,WHIRLPOOL_BitUpdate,WHIRLPOOL_BitUpdate,0.9687336378813478
pk7_lib.c_pk7_lib.c,PKCS7_SIGNER_INFO_set,PKCS7_SIGNER_INFO_set,0.9685797863155188
bf_buff.c_bf_buff.c,buffer_ctrl,buffer_ctrl,0.9684985182073103
tasn_dec.c_tasn_dec.c,asn1_ex_c2i,asn1_ex_c2i,0.9681785759588726
bn_nist.c_bn_nist.c,BN_nist_mod_384,BN_nist_mod_384,0.9677952070491516
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_set_compressed_coordinates,ec_GF2m_simple_set_compressed_coordinates,0.9675640315944438
qud_cksm.c_qud_cksm.c,DES_quad_cksum,DES_quad_cksum,0.9674270603037135
cms_kari.c_cms_kari.c,cms_RecipientInfo_kari_init,cms_RecipientInfo_kari_init,0.9673019698753682
cms_enc.c_cms_enc.c,cms_EncryptedContent_init_bio,cms_EncryptedContent_init_bio,0.9665870651430455
bn_blind.c_bn_blind.c,BN_BLINDING_create_param,BN_BLINDING_create_param,0.9662718413201299
bn_prime.c_bn_prime.c,BN_is_prime_fasttest_ex,BN_is_prime_fasttest_ex,0.9661532711953689
pk7_doit.c_pk7_doit.c,PKCS7_dataInit,PKCS7_dataInit,0.9661522643867548
tasn_enc.c_tasn_enc.c,ASN1_item_ex_i2d,ASN1_item_ex_i2d,0.9660765612674154
t_spki.c_t_spki.c,NETSCAPE_SPKI_print,NETSCAPE_SPKI_print,0.9659552190998308
p5_pbev2.c_p5_pbev2.c,PKCS5_pbkdf2_set,PKCS5_pbkdf2_set,0.9656803647925774
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_point2oct,ec_GF2m_simple_point2oct,0.9655734955631022
asn1_par.c_asn1_par.c,asn1_parse2,asn1_parse2,0.9650143000255768
req.c_req.c,add_DN_object,add_DN_object,0.9649953343730931
x509_conf.c_v3_conf.c,do_ext_nconf,do_ext_nconf,0.964993531474398
ocsp_prn.c_ocsp_prn.c,OCSP_RESPONSE_print,OCSP_RESPONSE_print,0.9649927872858102
cms_kari.c_cms_kari.c,cms_kek_cipher,cms_kek_cipher,0.964554305771175
gcm128.c_gcm128.c,CRYPTO_gcm128_aad,CRYPTO_gcm128_aad,0.9645428200393736
ecp_oct.c_ecp_oct.c,ec_GFp_simple_point2oct,ec_GFp_simple_point2oct,0.964534659598983
bn_print.c_bn_print.c,BN_bn2dec,BN_bn2dec,0.9644572932491303
x509_prn.c_v3_prn.c,X509V3_extensions_print,X509V3_extensions_print,0.9644107000582862
cms_env.c_cms_env.c,cms_RecipientInfo_kekri_decrypt,cms_RecipientInfo_kekri_decrypt,0.9643142697280501
ccm128.c_ccm128.c,CRYPTO_ccm128_decrypt,CRYPTO_ccm128_decrypt,0.9642723174426999
x509_alt.c_v3_alt.c,a2i_GENERAL_NAME,a2i_GENERAL_NAME,0.9642394192802226
ccm128.c_ccm128.c,CRYPTO_ccm128_encrypt,CRYPTO_ccm128_encrypt,0.9642134850769486
x509_purp.c_v3_purp.c,setup_dp,setup_dp,0.9634682911538439
ocsp_cl.c_ocsp_cl.c,OCSP_request_sign,OCSP_request_sign,0.9628135775314259
apps.c_apps.c,load_index,load_index,0.9627998283894732
tasn_prn.c_tasn_prn.c,asn1_item_print_ctx,asn1_item_print_ctx,0.9623957118094006
dh_key.c_dh_key.c,generate_key,generate_key,0.9621245656647729
ecp_mont.c_ecp_mont.c,ec_GFp_mont_group_set_curve,ec_GFp_mont_group_set_curve,0.9618720231425577
x_name.c_x_name.c,x509_name_encode,x509_name_encode,0.9616824424939583
ts.c_ts.c,reply_command,reply_command,0.9613324468439253
conf_mod.c_conf_mod.c,module_init,module_init,0.9613313315284364
cms_ess.c_cms_ess.c,cms_Receipt_verify,cms_Receipt_verify,0.9608749903738699
bio_cb.c_bio_cb.c,BIO_debug_callback,BIO_debug_callback,0.9608435817663594
cms_smime.c_cms_smime.c,CMS_verify,CMS_verify,0.9607233402429649
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_mul_arr,BN_GF2m_mod_mul_arr,0.9601652174432161
c_cfb64.c_c_cfb64.c,CAST_cfb64_encrypt,CAST_cfb64_encrypt,0.9600594885098156
e_aes.c_e_aes.c,aes_gcm_ctrl,aes_gcm_ctrl,0.959930047347499
bf_cfb64.c_bf_cfb64.c,BF_cfb64_encrypt,BF_cfb64_encrypt,0.9597498712279434
pem_info.c_pem_info.c,PEM_X509_INFO_write_bio,PEM_X509_INFO_write_bio,0.9596747063021849
x509_akey.c_v3_akey.c,v2i_AUTHORITY_KEYID,v2i_AUTHORITY_KEYID,0.9591612784118608
ec2_oct.c_ec2_oct.c,ec_GF2m_simple_oct2point,ec_GF2m_simple_oct2point,0.9591576670000048
ca.c_ca.c,do_updatedb,do_updatedb,0.959037594209421
ecp_oct.c_ecp_oct.c,ec_GFp_simple_oct2point,ec_GFp_simple_oct2point,0.9590322367942838
bn_exp.c_bn_exp.c,BN_mod_exp_recp,BN_mod_exp_recp,0.9585344231573765
bn_nist.c_bn_nist.c,BN_nist_mod_256,BN_nist_mod_256,0.957916714737272
ec_asn1.c_ec_asn1.c,ec_asn1_group2fieldid,ec_asn1_group2fieldid,0.9577672833322235
bn_mont.c_bn_mont.c,BN_from_montgomery_word,BN_from_montgomery_word,0.9570444107191076
ecp_oct.c_ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,ec_GFp_simple_set_compressed_coordinates,0.9565337208846452
cbc128.c_cbc128.c,CRYPTO_cbc128_decrypt,CRYPTO_cbc128_decrypt,0.9563661596274322
bf_ofb64.c_bf_cfb64.c,BF_ofb64_encrypt,BF_cfb64_encrypt,0.9556552511783964
pk7_smime.c_pk7_smime.c,PKCS7_decrypt,PKCS7_decrypt,0.9551796324688464
bn_gf2m.c_bn_gf2m.c,BN_GF2m_mod_inv,BN_GF2m_mod_inv,0.9549149573605988
asn1_gen.c_asn1_gen.c,asn1_str2type,asn1_str2type,0.954811181483217
ts.c_ts.c,create_query,create_query,0.95447506871934
x509_utl.c_v3_utl.c,do_x509_check,do_x509_check,0.954406300343958
bn_kron.c_bn_kron.c,BN_kronecker,BN_kronecker,0.9539400912484534
c_ofb64.c_c_cfb64.c,CAST_ofb64_encrypt,CAST_cfb64_encrypt,0.9539092048735462
cms_kari.c_cms_kari.c,cms_RecipientInfo_kari_encrypt,cms_RecipientInfo_kari_encrypt,0.9537368301063665
cms_env.c_cms_env.c,cms_RecipientInfo_ktri_decrypt,cms_RecipientInfo_ktri_decrypt,0.9535569424668301
dh_key.c_dh_key.c,compute_key,compute_key,0.9533222789072822
by_file.c_by_file.c,X509_load_cert_crl_file,X509_load_cert_crl_file,0.9528511253749301
cms_pwri.c_cms_pwri.c,CMS_add0_recipient_password,CMS_add0_recipient_password,0.9519457412423429
rsa_sign.c_rsa_sign.c,int_rsa_verify,int_rsa_verify,0.9517159292268995
ocsp_ext.c_ocsp_ext.c,OCSP_url_svcloc_new,OCSP_url_svcloc_new,0.9515138410786823
a_strex.c_a_strex.c,do_name_ex,do_name_ex,0.9507224844747235
rc2cfb64.c_rc2cfb64.c,RC2_cfb64_encrypt,RC2_cfb64_encrypt,0.9500361193447607
e_rc4_hmac_md5.c_e_rc4_hmac_md5.c,rc4_hmac_md5_ctrl,rc4_hmac_md5_ctrl,0.9500126093414549
x509_alt.c_v3_alt.c,copy_email,copy_email,0.9498498318330875
ofb64enc.c_ofb64enc.c,DES_ofb64_encrypt,DES_ofb64_encrypt,0.9497806436561462
tasn_enc.c_tasn_enc.c,asn1_ex_i2c,asn1_ex_i2c,0.9496532602225568
conf_def.c_conf_def.c,def_load_bio,def_load_bio,0.9489956380088086
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_verifyrecover,pkey_rsa_verifyrecover,0.9486037023188392
bio_ndef.c_bio_ndef.c,BIO_new_NDEF,BIO_new_NDEF,0.9481468227540162
pem_info.c_pem_info.c,PEM_X509_INFO_read_bio,PEM_X509_INFO_read_bio,0.9477545926837474
gcm128.c_gcm128.c,CRYPTO_gcm128_encrypt_ctr32,CRYPTO_gcm128_encrypt_ctr32,0.9460325340574749
ec_ameth.c_ec_ameth.c,ecdh_cms_encrypt,ecdh_cms_encrypt,0.9457782353937398
ocsp_prn.c_ocsp_prn.c,OCSP_REQUEST_print,OCSP_REQUEST_print,0.9457580071035219
gcm128.c_gcm128.c,CRYPTO_gcm128_setiv,CRYPTO_gcm128_setiv,0.9457457523882935
x509_prn.c_v3_prn.c,X509V3_EXT_print,X509V3_EXT_print,0.9450799868066633
dsa_ameth.c_dsa_ameth.c,dsa_pub_decode,dsa_pub_decode,0.9439943651087062
gcm128.c_gcm128.c,CRYPTO_gcm128_decrypt_ctr32,CRYPTO_gcm128_decrypt_ctr32,0.9438775840867243
ssl_sess.c_ssl_sess.c,ssl_get_new_session,ssl_get_new_session,0.9438566652877605
x_x509.c_x_x509.c,x509_cb,x509_cb,0.9438552307262714
req.c_req.c,prompt_info,prompt_info,0.9434688724555118
ec_ameth.c_ec_ameth.c,ecdh_cms_set_shared_info,ecdh_cms_set_shared_info,0.9420579063790515
ec2_mult.c_ec2_mult.c,ec_GF2m_montgomery_point_multiply,ec_GF2m_montgomery_point_multiply,0.9418989287430111
cms_pwri.c_cms_pwri.c,cms_RecipientInfo_pwri_crypt,cms_RecipientInfo_pwri_crypt,0.9416352122294602
xts128.c_xts128.c,CRYPTO_xts128_encrypt,CRYPTO_xts128_encrypt,0.9408006538594451
x509_cpols.c_v3_cpols.c,notice_section,notice_section,0.9390695894052705
ocsp_srv.c_ocsp_srv.c,OCSP_basic_add1_status,OCSP_basic_add1_status,0.9388387451510531
d1_pkt.c_d1_msg.c,dtls1_dispatch_alert,dtls1_dispatch_alert,0.9387076562640456
ocsp.c_ocsp.c,make_ocsp_response,make_ocsp_response,0.938265468454541
x509_alt.c_v3_alt.c,i2v_GENERAL_NAME,i2v_GENERAL_NAME,0.9381208992216757
rc2ofb64.c_rc2cfb64.c,RC2_ofb64_encrypt,RC2_cfb64_encrypt,0.9377978841278916
ec_pmeth.c_ec_pmeth.c,pkey_ec_derive,pkey_ec_derive,0.9375384589538702
ofb64ede.c_ofb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_ofb64_encrypt,0.9372836525347363
x509_sxnet.c_v3_sxnet.c,SXNET_add_id_INTEGER,SXNET_add_id_INTEGER,0.9369439817674798
ctr128.c_ctr128.c,CRYPTO_ctr128_encrypt_ctr32,CRYPTO_ctr128_encrypt_ctr32,0.936186665304904
req.c_req.c,make_REQ,make_REQ,0.9350491993096867
ca.c_ca.c,certify_spkac,certify_spkac,0.9348452299948783
txt_db.c_txt_db.c,TXT_DB_write,TXT_DB_write,0.9348284200573656
cfb_enc.c_cfb_enc.c,DES_cfb_encrypt,DES_cfb_encrypt,0.9345689855495489
pk7_smime.c_pk7_smime.c,PKCS7_get0_signers,PKCS7_get0_signers,0.9343477398618134
c_cfb64.c_c_ofb64.c,CAST_cfb64_encrypt,CAST_ofb64_encrypt,0.9341515670385319
p_seal.c_p_seal.c,EVP_SealInit,EVP_SealInit,0.9329337926044067
bn_nist.c_bn_nist.c,BN_nist_mod_224,BN_nist_mod_224,0.9319128991093282
bf_cfb64.c_bf_ofb64.c,BF_cfb64_encrypt,BF_ofb64_encrypt,0.9318789191235466
evp_enc.c_evp_enc.c,EVP_CipherInit_ex,EVP_CipherInit_ex,0.9314802621979372
passwd.c_passwd.c,do_passwd,do_passwd,0.9311440990229882
x509_ncons.c_v3_ncons.c,v2i_NAME_CONSTRAINTS,v2i_NAME_CONSTRAINTS,0.9298727701058678
txt_db.c_txt_db.c,TXT_DB_read,TXT_DB_read,0.9295244799021133
e_aes_cbc_hmac_sha1.c_e_aes_cbc_hmac_sha1.c,aesni_cbc_hmac_sha1_cipher,aesni_cbc_hmac_sha1_cipher,0.9295149388083348
cms_sd.c_cms_sd.c,cms_sd_set_version,cms_sd_set_version,0.9293789290495229
x509_vfy.c_x509_vfy.c,X509_STORE_CTX_init,X509_STORE_CTX_init,0.9293485745296786
bio_enc.c_bio_enc.c,enc_ctrl,enc_ctrl,0.929312716985583
cms_smime.c_cms_smime.c,CMS_sign_receipt,CMS_sign_receipt,0.9291526321298829
bn_exp2.c_bn_exp2.c,BN_mod_exp2_mont,BN_mod_exp2_mont,0.9287529527886045
rsa_gen.c_rsa_gen.c,rsa_builtin_keygen,rsa_builtin_keygen,0.9283072538907591
bss_acpt.c_bss_acpt.c,acpt_ctrl,acpt_ctrl,0.9281644373483333
dsa_gen.c_dsa_gen.c,dsa_builtin_paramgen,dsa_builtin_paramgen,0.9279954484596379
ec_mult.c_ec_mult.c,ec_wNAF_mul,ec_wNAF_mul,0.9274451075214164
ecp_smpl.c_ecp_smpl.c,ec_GFp_simple_points_make_affine,ec_GFp_simple_points_make_affine,0.9268350897222175
x509_pci.c_v3_pci.c,r2i_pci,r2i_pci,0.9260909656704958
asn_mime.c_asn_mime.c,multi_split,multi_split,0.9259375061942439
conf_def.c_conf_def.c,str_copy,str_copy,0.9258546161336068
apps.c_apps.c,password_callback,password_callback,0.924970499505712
ca.c_ca.c,certify,certify,0.9242616409084912
cms_sd.c_cms_sd.c,CMS_set1_signers_certs,CMS_set1_signers_certs,0.923984303582382
rc2cfb64.c_rc2ofb64.c,RC2_cfb64_encrypt,RC2_ofb64_encrypt,0.922925883514759
cfb64ede.c_cfb64ede.c,DES_ede3_cfb64_encrypt,DES_ede3_cfb64_encrypt,0.9228867418717106
ec_ameth.c_ec_ameth.c,ecdh_cms_set_peerkey,ecdh_cms_set_peerkey,0.922864670202348
dsa_ameth.c_dsa_ameth.c,dsa_priv_decode,dsa_priv_decode,0.9228133346116991
x_crl.c_x_crl.c,crl_cb,crl_cb,0.9226931720744808
des_enc.c_des_enc.c,DES_ede3_cbc_encrypt,DES_ede3_cbc_encrypt,0.9224176656059945
x509_crld.c_v3_crld.c,v2i_crld,v2i_crld,0.9218693622722783
cms_smime.c_cms_smime.c,CMS_decrypt_set1_pkey,CMS_decrypt_set1_pkey,0.9214791589737094
tasn_utl.c_tasn_utl.c,asn1_do_adb,asn1_do_adb,0.9214692989350048
cms_env.c_cms_env.c,cms_EnvelopedData_init_bio,cms_EnvelopedData_init_bio,0.9204778093977559
a_mbstr.c_a_mbstr.c,ASN1_mbstring_ncopy,ASN1_mbstring_ncopy,0.9202991547604995
ofb64ede.c_cfb64ede.c,DES_ede3_ofb64_encrypt,DES_ede3_cfb64_encrypt,0.9194988028887973
x509_purp.c_v3_purp.c,x509v3_cache_extensions,x509v3_cache_extensions,0.9186598178947784
a_object.c_a_object.c,a2d_ASN1_OBJECT,a2d_ASN1_OBJECT,0.9169890763060292
cbc_enc.c_cbc_enc.c,DES_cbc_encrypt,DES_cbc_encrypt,0.91634483400071
bio_ssl.c_bio_ssl.c,ssl_ctrl,ssl_ctrl,0.9151639114653256
cfb64enc.c_cfb64enc.c,DES_cfb64_encrypt,DES_cfb64_encrypt,0.9147348948318826
ts_conf.c_ts_conf.c,TS_CONF_set_policies,TS_CONF_set_policies,0.9147310821099877
apps.c_apps.c,save_serial,save_serial,0.9146978081115384
ca.c_ca.c,get_certificate_status,get_certificate_status,0.9143603915904714
ec_curve.c_ec_curve.c,ec_group_new_from_data,ec_group_new_from_data,0.913616508701125
ec_mult.c_ec_mult.c,ec_wNAF_precompute_mult,ec_wNAF_precompute_mult,0.9129736500138084
pk7_doit.c_pk7_doit.c,PKCS7_dataDecode,PKCS7_dataDecode,0.9124740557089992
x509_crld.c_v3_crld.c,set_dist_point_name,set_dist_point_name,0.9112619740770882
pem_lib.c_pem_lib.c,PEM_do_header,PEM_do_header,0.9112173715685714
x509_lu.c_x509_lu.c,X509_STORE_CTX_get1_issuer,X509_STORE_CTX_get1_issuer,0.910929827972147
obj_dat.c_obj_dat.c,OBJ_obj2txt,OBJ_obj2txt,0.9109269305217589
ofb_enc.c_ofb_enc.c,DES_ofb_encrypt,DES_ofb_encrypt,0.9107055835392714
bss_conn.c_bss_conn.c,conn_ctrl,conn_ctrl,0.9098247355594854
a_object.c_a_object.c,c2i_ASN1_OBJECT,c2i_ASN1_OBJECT,0.9092101538749484
ssl_ciph.c_ssl_ciph.c,ssl_cipher_process_rulestr,ssl_cipher_process_rulestr,0.9085927513564728
dsa_gen.c_dsa_gen.c,dsa_builtin_paramgen,dsa_builtin_paramgen2,0.9077415170483654
x_name.c_x_name.c,x509_name_canon,x509_name_canon,0.9069670904659046
ca.c_ca.c,do_body,do_body,0.9062468189808326
s3_cbc.c_s3_cbc.c,ssl3_cbc_digest_record,ssl3_cbc_digest_record,0.9039390040592701
ofb64enc.c_cfb64enc.c,DES_ofb64_encrypt,DES_cfb64_encrypt,0.9035182627353988
eng_table.c_eng_table.c,engine_table_register,engine_table_register,0.9031465815916067
ui_lib.c_ui_lib.c,UI_set_result,UI_set_result,0.9029337390518537
bn_sqrt.c_bn_sqrt.c,BN_mod_sqrt,BN_mod_sqrt,0.9018873224935876
x509_info.c_v3_info.c,v2i_AUTHORITY_INFO_ACCESS,v2i_AUTHORITY_INFO_ACCESS,0.9015877641625283
asn1_gen.c_asn1_gen.c,asn1_multi,asn1_multi,0.9008529469010824
cbc_enc.c_des_enc.c,DES_cbc_encrypt,DES_ncbc_encrypt,0.8987362722563029
cms.c_cms.c,receipt_request_print,receipt_request_print,0.8987357165999377
ocsp.c_ocsp.c,print_ocsp_summary,print_ocsp_summary,0.8980592083962629
p5_pbev2.c_p5_pbev2.c,PKCS5_pbe2_set_iv,PKCS5_pbe2_set_iv,0.8978345012606654
tasn_prn.c_tasn_prn.c,asn1_primitive_print,asn1_primitive_print,0.8969541378058792
pem_lib.c_pem_lib.c,PEM_read_bio,PEM_read_bio,0.8966490402413254
sess_id.c_sess_id.c,sess_id_main,sess_id_main,0.8964501623527048
nseq.c_nseq.c,nseq_main,nseq_main,0.8961514479489816
des_enc.c_cbc_enc.c,DES_ncbc_encrypt,DES_cbc_encrypt,0.8960975381293455
x509_cpols.c_v3_cpols.c,policy_section,policy_section,0.8954758210029943
pcy_map.c_pcy_map.c,policy_cache_set_mapping,policy_cache_set_mapping,0.8950826799488698
xcbc_enc.c_xcbc_enc.c,DES_xcbc_encrypt,DES_xcbc_encrypt,0.8949930479884055
x509_obj.c_x509_obj.c,X509_NAME_oneline,X509_NAME_oneline,0.8948942478669835
ecparam.c_ecparam.c,ecparam_main,ecparam_main,0.8945985580338096
ca.c_ca.c,do_revoke,do_revoke,0.8945602337675049
des_enc.c_des_enc.c,DES_ncbc_encrypt,DES_ncbc_encrypt,0.8944950242986625
pcy_tree.c_pcy_tree.c,tree_calculate_user_set,tree_calculate_user_set,0.8929463867284739
bn_print.c_bn_print.c,BN_dec2bn,BN_dec2bn,0.8925837938744751
dsa_ossl.c_dsa_ossl.c,dsa_sign_setup,dsa_sign_setup,0.8919889685072915
bio_b64.c_bio_b64.c,b64_write,b64_write,0.891096067419396
dh_ameth.c_dh_ameth.c,dh_pub_decode,dh_pub_decode,0.8906764076919635
pem_lib.c_pem_lib.c,PEM_ASN1_write_bio,PEM_ASN1_write_bio,0.8897203786943146
x509_cpols.c_v3_cpols.c,r2i_certpol,r2i_certpol,0.88891691197167
tasn_dec.c_tasn_dec.c,asn1_template_noexp_d2i,asn1_template_noexp_d2i,0.8881192099166348
x509_vfy.c_x509_vfy.c,get_crl_sk,get_crl_sk,0.8869977835915106
verify.c_verify.c,check,check,0.8866732907632852
p5_crpt.c_p5_crpt.c,PKCS5_PBE_keyivgen,PKCS5_PBE_keyivgen,0.8857854969706382
ec_asn1.c_ec_asn1.c,i2d_ECPrivateKey,i2d_ECPrivateKey,0.885087523805711
cfb_enc.c_ofb_enc.c,DES_cfb_encrypt,DES_ofb_encrypt,0.8848591681673376
crl2p7.c_crl2p7.c,crl2pkcs7_main,crl2pkcs7_main,0.8840847534385867
s_server.c_s_server.c,cert_status_cb,cert_status_cb,0.8839415134003239
e_des3.c_e_des3.c,des_ede3_cfb1_cipher,des_ede3_cfb1_cipher,0.8833803220359907
x509.c_x509.c,x509_certify,x509_certify,0.8832146509057457
speed.c_speed.c,do_multi,do_multi,0.8831036681596388
d1_both.c_statem_dtls.c,dtls1_buffer_message,dtls1_buffer_message,0.88134548721029
pk7_doit.c_pk7_doit.c,PKCS7_dataFinal,PKCS7_dataFinal,0.8794870365150013
rsa_pmeth.c_rsa_pmeth.c,pkey_rsa_keygen,pkey_rsa_keygen,0.8793935324372908
ocsp.c_ocsp.c,process_responder,process_responder,0.8793667523646271
txt_db.c_txt_db.c,TXT_DB_create_index,TXT_DB_create_index,0.8791740627195079
dsa.c_dsa.c,dsa_main,dsa_main,0.8788892922532727
ocsp_srv.c_ocsp_srv.c,OCSP_basic_sign,OCSP_basic_sign,0.8780881273592918
a_d2i_fp.c_a_d2i_fp.c,asn1_d2i_read_bio,asn1_d2i_read_bio,0.878005180938105
